"suffix","sample_ID","observed_c_score","actual_sample_size","effective_sample_size","mean_c_score","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
"_3",78,1.86048228346457,5099,1025.0836672934,1.60115186820636,0.999803883114336,0.000196116885663856,">",6.53738841189903
"_3",79,1.34501587301587,5399,1026.27355449531,1.13429353466397,0.99962956102982,0.000370438970179663,"==",6.13351182038605
"_3",80,1.87517531556802,2899,1014.49668926271,1.55127568130166,0.999655053466713,0.00034494653328734,">",6.76435927726351
"_3",81,1.3484738372093,4599,1021.30663423869,1.12737641714326,0.999782561426397,0.000217438573602957,">",6.74408145281214
"_3",82,1.82632030914556,4199,1008.73378120998,1.60434710630054,0.999761848059062,0.000238151940938319,">",5.59927802092417
"_3",83,1.37881045928736,4099,1028.00313235058,1.03369438004035,0.999756038058063,0.000243961941937058,">",9.88228238922069
"_3",84,1.30002947244327,3999,1175.17864672913,1.08234283003406,0.998999749937484,0.00100025006251563,"==",5.71463456130643
"_3",85,1.81398184527842,3899,1005.57045871482,1.60699047786302,0.999487047961016,0.000512952038984355,"==",4.87054584469128
"_3",86,1.74647676161919,3999,1008.99703303216,1.51665438848468,0.999749937484371,0.000250062515628907,">",5.40296460108018
"_3",87,1.78521578122775,4299,1016.78358074578,1.58650142020686,0.999069551058386,0.000930448941614329,"==",4.94058616423469
"_3",88,1.52745500113921,4699,1015.47913706497,1.33702443731453,0.999787188763567,0.000212811236433284,">",5.7172916661707
"_3",89,1.653286034354,3399,1080.65652451978,1.2933304088691,0.999705795822301,0.000294204177699323,">",8.35821666864675
"_3",90,1.75680802059342,3699,1030.46599099113,1.5405485153111,0.999459313327926,0.000540686672073533,"==",5.24635296748515
"_3",91,1.42047502047502,4999,1194.29456042229,1.11594653082951,0.999799959991998,0.0002000400080016,">",8.27844025923929
"_3",92,1.60754332313965,3899,1007.68272080349,1.33244821655047,0.999743523980508,0.000256476019492177,"==",6.38526694995199
"_3",93,1.72664308871205,4499,1002.8167443098,1.5183737002302,0.999777728384085,0.000222271615914648,"==",4.99136691295757
"_3",94,1.58862356823918,3299,1025.24983096782,1.25892952506919,0.99969687784177,0.000303122158229767,">",7.92708279127453
"_3",95,1.63029621297338,4899,1015.34593737772,1.38076859090307,0.999795876709533,0.000204123290467442,">",6.37454192034686
"_3",96,1.76690897597977,4299,1021.79280898266,1.51255918599245,0.999767387764596,0.000232612235403582,">",5.96375675482143
"_3",97,1.53045448487272,4499,1004.74032781108,1.27885033287567,0.999777728384085,0.000222271615914648,">",6.18740541056133
"_3",98,1.86109746109746,3399,1022.9933812221,1.57005015928229,0.999705795822301,0.000294204177699323,">",6.90323316589183
"_3",99,1.68360166964818,4399,1003.24790029777,1.44683809664011,0.999772675608093,0.000227324391907252,"==",6.06790850758872
"_3",100,1.47987096774194,4899,1222.21679684576,1.22415389579177,0.999795876709533,0.000204123290467442,">",7.21997958703023
