archipelago_ID,sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_niche_8,no_spp_niche_9,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
1,11,48,16,10,10,5,3,5,4,6,6,2,4,3,10,11,13,10,10,10,10,14,17,20,25,28,31,36,39,40,paaaaaaaaapaaaapaapaaaapaaapaaaaapaaaaapapaaapaapaaaaaaaaaapaaapaapaaaappaaapaaaapaaaaapapaaapaappaaaaaaaaaapaapaapaaaaapaaapaaaappaaaapppaaapaaapaaaaaaaaapaaapaapaaaaapaaaapaaapaaaaapaapaapaapaaaaaaaaaapaaapaapaaaaapaaapaaaapaaaaapapaaapaapaaaaaaaaaapaaapaaapaaaaapaapaaaapaaaaapaaapapaaaapaaaaaaaapaaapaaaapaapaaapaaaaaaapaaapapaaapaappapaaaaaaaapaappapaaaaapaaapaaaaaaapaapppaaapaapppaaaaaaaappaappaaapaappaaaapaaappaaaapapaappaapapapppaaaapaaapaapaapapaaapppaaapapaaapppapapaapppppaaaaaappaapaapappaapaappaaaapppppppppaappaappappapaaaapppapaapappappaaappaaappppappppppppaapppppapaaaapppppaapappappappppaaappppaapppappppapppppaapaaapppapapppppappapappppappppppppppppppapppppapappappppppappppapppppppaaappppapppppppppppppppapapappppppppppppppppppppaapppppappppappppa
1,12,61,16,10,6,5,3,7,6,7,8,5,9,5,10,10,10,10,11,12,11,16,17,22,25,36,35,39,47,47,paaaaapaaaapaapaaaaaapaaaaapaaaaaapaaaaaaapaaaapaaaaaaaapaaaaapaaaaapaaapaapaaaaaaapaaaaapaaaaaapaaaaaaapaaapaaaaaaaapaaaapaaaaaapaaapaapaaaaaapaaaaapaaaaaaaapaaaaapaaaaapaaaaaaapaaaaapaaaapaaaaapaapaaaaaapaaaaaapaaaaaaapaaaapaaaaaapaaaaaaapaaapaaaaaapaaapaapaaaaaaaapaaapapaaaapaaaaaaapaaaapaaaaaaaapaaaappaaaaaapaaapapaaaaaapaaaaapaaaaaapaaaaaaapaaaaaappaaaaapaaaappaaaaaaapapaaaapaaaaaapaaaaapaaaaaaaapaaapaaaaaaaapaaaapaaaappaaaappaaaapappaaaaaapapaaapapaaaaaaapaaapaaaapaaaapaaapaaaapaaaaaapaaapaappapaaaappapappappaaapaaaaaapaaaapaaaaaaaapaaaapaaaaaapapapappaaaaaaaapaaaapapaaapppapppapapaapaaapapaapapaapaaaaappaaappappaaaaaapppaappppaaappaapapapppaapaaapaaaapapaappppaappappppappapaaappapaappppapappppaapappppaaapppapaapaapappappappapapppppappaapppaaapppppaapppppaaapaaaapppppaaaapapaappapapppppappappaaapappppapppppaaappaappappapaapappppppppapaappappappppapppppapappppppaapapppaappppppppppppappppppppppapaappapaappapapppppapppappppapppppaapppppppappapppppppppppapappp
1,13,54,16,10,6,3,6,3,7,4,3,8,8,6,10,10,10,10,10,13,13,15,17,18,17,26,33,33,38,42,paaaaapaapaaaaapaapaaaaaapaaapaapaaaaaaapaaaaaaapaaaaaapaaaapaaapaaaapaaapaaaaapaaaapapaaaaaaapaaaaaaaapaaaaaapaaapaaaapaaapaapaaaaaapaaaapapaaaaaaaapaaaaaaapaaaaaapaaapaaapaaaapaaaapaaaapaaapaapaaaaaaapaaaaaaaapaaaaaaapaapaaaapaaapaapaaaaaapaaaapapaaaaaaapaaaaaaaapaaaaaappaapaaaapaaapaapaaaaaapaaapaappaaaaaaaappaaaaapaaaaaapapappaaapaaapaapaaaaaapaaapaapapaaaaaaapaaaaaapaaaapaappapaaappaaapaapaaaaaapaaappaaaapaaaapaaaaaaaappaaaappaaapappapaaapaapaaaaaappaappapaapaaaapaaapaaaapaaaaaapppapaaappaaapaappaaaaappaappapaaaaaaapapaaaaappaaaaaappaapaaappaaapaapaapaaappaappapaapaaaapapaaaaaapaaaapappaappapppaaapaapaapaaappaappapaappaaappapapaappppaapapppappappppaapaappappaapppappapapppppappppaappapaaaapapppappapppaaappappapppapppappapapppaaappppaaaappappapappppppappppaapaappapppapppappapppppaappppppaapppppaappppaappapppapppappppppppppppppppppppaaappppapaappppap
1,14,56,16,10,3,7,9,4,4,4,6,6,6,7,10,10,10,10,12,13,12,14,18,22,22,23,37,35,42,49,paapaaaaaapaaaaaaaapaaapaaapaaapaaaaapaaaaapaaaaapaaaaaapaapaaaaaapaaaaaaaapaaaapaaapaapaaaaaapaaaaapaaaaapaaaaapaaapaaaaapaaaaaaaaapaaapaapaaapaaaaaapaaaaapaaaapaaaaaapaaaapaaaapaaaaaaaapaaaapaapaaapaaaaaapaaaaapaaaapaaaaaapaapaaaaaaappaaaaaapaaaapaapaaappaaaaaapaaaapaaaapaaaaaapaapaaaaaapapaaaaaappaaapaapaaapaaaaaapaaaaapaaaapapaaaapaapaapaaapaaaaaaaapaaaapaapapapaaaaaapaaaaapaaaaapaaaaapaapaaaaaapaaaaaaaapppaappapapaaapaaaapaaaaapaaaaaaapaaappaaaaapaaaaapppaaapaaappappaaapaaaaaapapaaappaaappaaaaapaappaaaaaappapapaappaappappaappapaaapppaaaappaaapaaaaaapaapaapaaappaaaaaaapppappaapapppaapaaapappaapapaappaaaaappappaapaappaaaaaaapppappappaappapapaapaaaaapaaaapppaaaappappaappapppappapapppaapaappappppppaapppppppappapppapaappappaaapappappapaapppappappappppppppapapapapappppppaaaappppppapaapppapppaapppappppppppppppppapaaapapppppppppapappppppapappppppppapppppppappppppppppppppppppppppppppaaap
1,15,54,16,10,4,8,2,6,6,4,4,9,5,6,10,10,11,10,12,11,13,13,19,18,22,31,29,40,39,41,paaapaaaaaaapapaaaaapaaaaapaaapaaapaaaaaaaapaaaapaaaaapaaapaaaaaaaapapaaaapaaaaaapaaapaaapaaaaaaaapaaapaaaaappaaapaaaaaaapapaaaaapaaaaapaapaaaapaaaaaaaapaaaapaaaaapaaaapaaaaaapapaaaaapaaaaapaapaaaaapaaaaaaaapaaaapaaapaaaaaapaaaaapaapaaaapaaaaaapaaapaaaapaaaaapaaaapappaapaaaaaaapaaappapaaaapaaaaaapaapaaaaapaaaaaapaaaaaapaaaapaappapaaaaapapaaaappaaaapaaaaapaaaapaaaaapaaaapaaaaapaaapaaaaaaaapapaaaappaaaaapaaaapaaapapaaaappaaaaaaapappaappaaapaaapapaaaapppaaaapaaappaaappapaaapaaaapapaaapaaapaaaaapaapappaaappaaaapppapapaaappaaaaapaaaappaaaappaappapaaaappapapaappaaaappaaapppapapaaaaapaaaappaapappaappapaappppapaaaappappapppapppaapppaaaaappapppppapapppappaaaapappappaaappappapppapappaappaaaaappapapppapappapppppappapppppapapppappppaapapppppppapaappppapppapppppappppappaapapppapppapaapppppappappppappapppappppppapppappppappappappppappappppppappppappppaaapppppapppppa
1,16,56,16,10,7,6,6,7,3,6,3,9,5,4,11,10,10,10,10,12,13,13,21,21,24,26,38,38,40,45,paaaaaapaaaaappaaaapaaaaaapaapaaaaapaapaaaaaaaapaaaapaaaapaaaaaapaaaaaapaaaapaaaaapaaapaaaaapaapaaaaaaapaaaapaaaaapaaaaaapaaaaaapaapaaaaaapaaaapaaaapaaapaaaaaapaaaapaaaaaapaaapaaaaapaaaaaapaaaaapaaaapaaaapaaaapaaaaaapaaaapaaaaapaaapaaaaaaapaaapaaaaaapaaapaaaapaaaaaapaaaapaaaaapaaaaapaaapaaaaapaaaaappaaaaapaaapaaaaapaaapaaaaaapaaaapapaaappaaapaaaaaapaaaappaaaaappaapaaaapaaaapaaaaaapaaaapaaaaaapaaaaapppaaapaaaapaaaaapaaaapaaaapaaappaaaaapaaaapaaaaappaaapaaaaapapaaappaaaaappappppaaapaapppaaaaapapaapapaaapppaapapaaaapapaapappaaapaapappaappappapaaaaapaaaapaaaaappaaapppaaapppapappaapaapaapppaaaappappaaaaaapaaaapappaaapppapappaapppapappaaapppaappppaaapaappappaaapaaaapaaaapppppppppaaapppppppppaaaappappppaappapppppappapaappppaaapppppappppaapppppappaapaapaapppppppppppapppaappaapapppaappppppppapappppppappaappappappppaappppppppaaapppaappppaapppppappppaappppppppapppappppppppappppppppppapppapapppa
1,17,56,16,10,6,6,7,4,6,2,4,7,5,9,10,10,11,11,12,13,11,15,17,17,21,26,29,37,44,44,paaaaapaaaaapaaaaaapaaapaaaaapapaaapaaaaaapaaaapaaaaaaaaapaaaaapaaaaapaaaaapaaaapaaaapaapaapaaaaaapaaaaapaaaaaaaappaaaapaaaapaaaaaapaaaaapaaapapaaapaaaaaaapaaapaaaaaaaappaaaaapaaaaaapaaaapaaaaaapaapapaaapaaaaaaaapaaaapaaaaaaapaaaaaapaaapaapaaapaaappaaaapaapaapaaaaaaapaaaapaaaaaaaapaaaaaapaaaapaaaaapaaaaapaaappapaapaaaaaaapapapapaaaaaaapaaaaaapaaappaaaaapaaaaaapaapaapaapaaaaaaapaaapaaaaaaaappaaaaapaaaapaaaaaappaappaaaapappaapaaaaaappaaaaapaaaaaaapaaaaaapaaapaaaaaapppapaapaapaappappaaaaaappaapapaaaaaaapaaaaapapaapaaaaaappaapppaaapapaaapaaaaaappaaapppaaaaaapppaaaappaaappaapaapaaappppaapapaaapaaaaaappaaapppaaaaaapppaaaapppaappaaaaapppaappppppappaapapaaaappapapapaaaaaappapaapppapappaapaappaappppappappaapaapaaapppaappppaaaaapppaaappppppppapaaapppppappappappappppappappapapppppaaaapppaaappppaappapppappppppppappapppapppppappppppppppppppappppppapppaappppaappppapppppppppppappapppappppapppppaapp
1,18,54,16,10,5,9,4,3,5,4,6,9,2,7,11,11,10,11,10,11,12,13,18,16,26,28,33,33,42,44,paaaapaaaaaaaapaaapaapaaaapaaapaaaaapaaaaaaaapappaaaaappaaapaaaaaaaapaaapaaapaaaapaaapaaaapaaaaaaaapaaapaaaapaaaapaaaaaaaaapaaapaaapaaapaaaapaaapaaaaaaaapaaapaaaapaaaapaaaaaaaapaaaapaapaaaapaaaaapaaapaaaaaaapapaapaaaaapaaapaaaaaaaapaaapaapaaaapaaaaaapapaaaaaaaapaaapaaaapaaaapapaaaaaaapaaapaapaaaaapaaaapaaaapaaaaaapaapaaaaapaapappaaaaaaaapaaapaapaaaapaapaaaaapaaaaaaaapaaaaapaapaaaaapaaaaaaappaaapaapaaaappaaaaapapaaaaaaaapapapaaaapaaaapaaaaaaaappaappaapaaaappapapaappaappaaaapaaapapaapaapapaaaaaaaaapaaaapappaaappppaaaappaapaaaaapaaaaaapapaapappaaaaaaappaaappppapaappapaappppaappaaaapapppappapaapappapppaaappaapppappapapppppppaapaaaapaaapapppaaaappappppaaaaaaapppaappappapappapaapppppapppaaappppppppapappappaaaaaaappaapppappapappapppppppaapppaaapapppppppppppappaappppappaappaappapappappppppppppppppapppppppppppppappaaapaapppapppppppappppapppppppppppppapppppppppp
1,19,55,16,10,3,4,7,8,6,4,6,4,7,6,10,10,10,11,10,12,14,14,18,22,25,25,31,39,41,43,paapaaapaaaaaapaaaaaaapaaaaapaaapaaaaapaaapaaaaaapaaaaapaapaaapaaaaaaapaaaaaapaaaaapaaapaaaaaapaaapaaaaaapaaaapaapaaaapaaaaaaapaaaaaapaaaapaaaapaaaaapaapaaaaaaapaaaapaapaaaappaaaapaaaaaaaaapaaaapaaapaaaaapaapaaaaaaaapaaapaaapaaapaaaaaapaaaaaapaaaaaapaapaaaaaapaapaaaaaaaapaaapaapapaappaaaaapaaaaaaaaapaaapaaapaaaaapaapaaaaaaaaapaapaappaaappaaaaapaaaaaapaaaaapaaaapaaaaapaapapaaaaappaaapaapapaapapaaaaaapaaaaaaaapapaaapaaaaaapaapaaaaaapppaaapaapaaaapaaaaapppppaaapaapaappaapaaaaaapaapaapaaaappaaapaappaappaaaaappppaaaaapapaappppppaaaaapaapapaaaaapapaappappaappppaaapppaaaaapaaaaapaappppaaappaapapaaaaappppapaapaaapppaaaapppaapaappappappappppaaappaapappaaaapaaaapaappaappaapaappppaapapaappappappppaaapppapppppaaapppaappapppppppapaapppppaapppappappppppppaapppapapppaaapppapppapppappppppappppapaappppppppappppapappppppppaaaappppappppppapppppapppppppaappappappappppaapppppppppappappppa
1,20,55,16,10,4,6,6,3,6,2,4,10,5,9,10,11,10,10,11,13,13,15,20,20,24,26,30,38,38,42,paaapaaaaapaaaaapaapaaaaapapaaapaaaaaaaaapaaaapaaaaaaaapaaaapaaaapaaaaapaaapaaaapapaaaapaaaaaaaaappaapaaaaaaaaapaaaapaaapaaaaapaapaaaaapapaaaaapaaaaaaaaapaaapaaaaaaapaaaaapaaapaaaaapaapaaaaapapaaaaaapaaaaaaaaapaaapaaaaaapaaaaaapaaapaaaaapapaaaaapappaaapaaaaaaaaaapaapaaaaaaaappaaaapaaaaapaaapaaaapaaapapaaaaapaaaaaaaapaaapappaaaaapaaappaaaapaaaaapaaapapaaappaaaaapaaaaaaaaappaaapaaaaaapaaaaapaaapaapaapaappaaaapapaaaaapapaaaaaapppaaapaaaaaapapapappaapaaaaapaaapaapapppapappapaaaaaaaappapapaaaaaapaaaaapaaappapaapaappaapapppaaaaappppaaaaaaapapapapaaaapapapapaaappapaapaappaapapappaapappaapaaaapppaaapppaaaapaaapappaapaapaappappaapapppppaappapaaaaaappppppaapaaaapaaapppappppapaappappappapapaaaaapppaapaaapppappppppaaappaapppappppappapppppppapppppaappppaapaaaapppapppppappapppappppapppppaapaapppapapppppapppappaapaapppapppaappppppppppppapppppapppappappappppappppppaaaapapppppppppppaa
