archipelago_ID,sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
1,11,53,16,3,17,16,20,2,2,2,3,4,2,7,9,10,8,10,16,28,31,36,41,paaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapapaaaaaaaaaaaappappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaappaaaaaaaaappappapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaapppaaaaaaaapppaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaapaaaaaaaaapppapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaapppaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapapappapppppaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppppapapaaaaapppppaaaaaaaaaaapppppppppppppppaaaaaappppppppaaaapaaappppppappppaaaaapppppppaaapppaappaaappappppppaaaapppapppppaapapappppaapppppppaapappppppaapppppppppappppaappppppappppaapappappppppppapappappapp
1,12,48,16,3,18,14,16,2,2,3,5,4,5,7,13,13,18,17,23,32,33,40,39,paaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaappaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaapaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapapaappaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaappppapapaapaaaaaaapppaapppaaaaaaaaaaaaaaaaaaaaaaapppapaaapppaaaaaaapppppaapaaaaaaaaaaaaaaaaaaaaaappaapapppppppaaaaapppapppppaaaaaaaaaaaaaaaaaaaappppppaapppapaaaaappaaappapppaaaaaaaaaaaaaaaaaaappppppaappppppaaaappppapppppppaaaaaaaaaaaaaaaaaappppppaapppppppaaappppappappapaappppppppppaaaaaapppppppapppappapaappapappapppapapppppappppppaaaapppppppppppppapappppppappppppapppppppapppppappaapppppppppppppaappappppapppppppappppppapppppaaapp
1,13,51,16,3,12,22,17,2,2,3,6,3,5,6,8,8,12,15,16,29,32,39,39,paaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaapapappaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaapaaaaaapapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapaaaaaaapppppppaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapapaaaaapppppppapppaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapapaaaaappppppppppapaaaaaaaaaaaaaaaaaaaaaaaaaaapppapaapaaaapppppppapppappppaaaaaappppppppppaaaaaaapppppaappaaapppppppappaapaaappaaaappppppapppppppaaapppapppppppapppppppappaapappaappaappppppppppppapppapppapppppaappppppppapppapaappapappppppppppppppapaap
1,14,46,16,3,17,9,20,2,2,3,3,6,4,6,5,8,9,12,12,22,28,29,38,paaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaappappaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaappaaapppaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaappapapaaaaaaaaaaappappaaaaaaaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaappaappaaaaaaaaaaaaaaaaaaaaaaaapppppapapaaaaaaapppapapaaaaaaaaaaaaaaaaaaaaaappppppapaapaaaaaappaapaapaaaaaaaaaaaaaaaaaaaaappppppaaaaaaaaaaapppppaaaapppppppppppaaaaaaaaappppppppapapaaaaappppppppaappappppppppaaaaaaaappppppappappaaaaapppappppaapppappppapappppaaaappppppapapaapppppppappppppappppppppapapppppppp
1,15,44,16,3,20,15,9,2,2,2,2,2,6,7,7,13,11,16,23,28,30,32,39,paaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaapappappaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaapapppapaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaapapppaapppaaaaaaaaaapapppappaaaaaaaaaaaaaaaapapppaaapapaaaaaaaaapappaaappaaaaaaaaaaaaaaappppppaaaapppaaaaaaapppppapaapaaaaaaaaaaaaaappppppppppaappppppaapppppaapapaaaaaaaaaaaaaapppppapppppapppapapapppppaappaaaaaappppppaaappppppppppppppaaappapppppaapapaaaaapppppappapppppapppappppappaaapppppaapapppppapppppappapppppppppppapppppppppppppaappppaappppppppppp
1,16,42,16,3,16,14,12,2,2,2,2,4,3,3,6,8,10,11,16,20,26,29,31,paaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaapppppppaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaappppppappaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaappppapaaapaaaaaappaapppaaaaaaaaaaaaaaaaaaappppppappppaaaaappaappappaaaaaaaaaaaaaaaaappppppapppaaaaaapppppapaaaaaaapppppaaaaaaappppppapppapaaaapppapppaapaaaappapappppppappppppaapaaapaaapppppppapapppapppppppppaapppppppappaaaappppppppppaaapapppppppppppaap
1,17,57,16,3,21,13,23,2,2,3,3,5,5,7,5,12,10,16,21,30,35,40,45,paaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapppaaaaaaaaaaaaaaapaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaaaaaapapaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppapaaaaaaaaaaaaappaaapappaaaaaaaaaaaaaaaaaaaaaaaaaaappapaaaapppaaaaaaaaaappaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppappapaaaaaaaaaappapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppppppppaaaaaaaappppapppapaaaaaaaaaaaaaaaaaaaaaaaaaappappapappppapaaaaaaappppapppaapaappppppppppppaaaaaaaaaaapppppppppppppappaaaaappppapppaaaaappppppaapaappppppaaaaaappppppppppppapppppaaappppapppaaaaappppppapppapappappppaaapppppppppppppaaaappppppppappppaapppppppppppappaapppaapppp
1,18,53,16,3,12,23,18,2,2,2,4,5,7,5,11,10,17,22,19,34,35,39,42,paaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaaaaaapaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppapaaaaapapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaapaaaaapapppaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapppaaapaappppapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppapapaaappappppapppppppppaaaaaaaaaaaaaaaaaaaaaaaapppppappaaaapappppppapppaaaappaaaaaaaaaaaaaaaaaaaaaaapppppapaapaapappppppappappappapaaaapppppppppppppaaaaappppppppaaaappppppppppppappapaapaaappppppppaappapaaaapppppapppapapppppppappaappappapappappppappppappappppapppppppppaappppppppppppappappaaaapppppppppppappppapap
1,19,40,16,3,16,11,13,2,3,2,2,4,4,10,9,12,11,11,17,21,32,29,33,paaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaapaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaappappppppaaaaaaappaaaaaaaaaaaaaaaaaaaaaapppaaaaappaaaaaappappaaaaaaaaaaaaaaaaaaappppapaapapaaaaappapppaaaaaaaaaaaaaaaaaapppapaaapaapaaaappaapppaaaaaaaaaaaaaaaaappppppaapaaaaaaappaappaaaaaaaaaaaaaaaaaapppappappapppaaappapppppaaaaaaaaaaaaaaaapppapppappaaapaappappppaaaappppppaaaaaaapppppppppapppaaappappppppaappppapppppppppppppppppppapppappaapppppaappppapppaaapappppppppppppppapppappppppppppppapppapaaa
1,20,49,16,3,23,12,14,2,2,3,3,6,4,6,6,11,16,15,17,28,30,33,37,paaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaaaappaaapaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaaappppaappaaaaaaaaaaaaaaaaaappapppppppaaaaaaaaaaaaaappapppappaaaaaaaaaaaaaaaapppppappaappaaaaaaaaaaapppaappaapaaaaaaaaaaaaaaaapppppapaaapppaaaaaaaaaappppapppapaaaaaaaaaaaaaaaapppppapapapappppaaaaaaappppappappaappppppppaaaaaapppppppaappapaaapaaaaaappppappappaapppppppappppaapppppppppapaaaaaapppaaapppppppppppapppppppappaaaapppppapppappapaaaaaappppppppppaappppppppppppppapp
1,21,57,16,3,23,22,12,2,2,4,2,4,6,7,10,11,18,18,24,29,37,36,41,paaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaapaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaappaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaapapaappaaaaaaaaaaaaaaaaaaaaaaaaaaappaappapaaaaaaaaaaaaaaaappaapappaaaaaaaaaaaaaaaaaaaaaaaaaapapaaappppaaaaaaaaaaaapppaapaaapaaaaaaaaaaaaaaaaaaaaaaaapppppapaaaappppaaaaaaaapppppaappapaaaaaaaaaaaaaaaaaaaaaaapppapppppaaaaaaaaaaaaaapppappappapppaaaaaaaaaaaaaaaaaaaaappppppppppppaaappaaaaaappppppappapaapaaaaaaaaaaaaaaaaaaaapppppppppaapapapappaaaappppppappapaaaaaaaaaaappppppaaaaaappppppppppaaapapaapppaappppppapppppaappppaaaapppppppaaaaappppppppppppppaapapaaaappppppappapaaapaapppaappppapappaaappppppppppppapaapaapapppppppppppapapapaapaappppppppaaappp
1,22,47,16,3,16,15,16,2,2,2,4,5,4,4,10,11,13,10,15,29,31,36,39,paaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaappaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaappaaaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaappaaaaaaapppppppaaaaaaaaaaaaaaaaaaaaaaaapappapapappaaaaappppppaaaaaaaaaaaaaaaaaaaaaaaaappppaaappaaaaaaappapapaaaaaaaaaaaaaaaaaaaaaaaaappppapappapaaaaapppppaappaaaaaaaaaaaaaaaaaaaaaappppapappppppaaapppppaapapaaaaapppppppppppaaaaappppppppppaaapaappapppaapappaaappppppappppppaaappppapappppapapappppppapppppppppppppppppppaaaaappppppppppaapaapppppppapppapaappppppppppppppppp
1,23,38,16,3,8,13,17,2,2,3,3,2,5,8,7,11,9,11,11,27,24,28,27,paaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaapppapaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaappppapaaaaaaaaaaaaaaaaaaaaaaaapppaaaaappppappppaaaaaaaaaaaaaaaaaaaaappppaaaapppaapaaapaaaaaaaaaaaaaaaaaaaapppppaaappppppaaaaaaaaaaaaaaaaaaaaaaaappppaaaappppppapaaaaaaaaaaaaaaaaaaaaaappppppaappppppppaapaappppppppppppaaaaappppaapappppppapapaaappappppappaapppaapppppappppppppappaapappppappppppapaapapppppppppppppppppaaapppapappapapapaaap
1,24,52,16,3,16,19,17,2,2,2,2,3,4,6,6,11,9,13,18,28,32,31,39,paaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaapaaaaaaaaaappapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapppppaaaaaaaappapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaappaaaaaaappapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapapapaaaaaappapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapapaapppaaappapapaapppppaaaaaaaaaaaaaaaaaaaaaaaappppppapaapappappappppaapaaappaaaapppppppppaaaaaaaappppapapapaappapppappppaapppapppaaapppppppaapppaaaaappppppapaaapaaaappappppaapappapaaaapppppppppapapppaappppppppppapaaappppppppaapappapappppppppppapappaappp
1,25,49,16,3,17,17,15,3,2,2,5,5,5,6,7,8,13,14,18,23,31,33,36,paaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaapapapaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaapaaaaaaaaaaapaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaapppaapaaaaaaaaaaaaaaaaaaaaaaaaaapapapaapaaaaaaaaapaaaaappaaaaaaaaaaaaaaaaaaaaaaaapapapppaaaaaaaaaapapaaapaaaaaaaaaaaaaaaaaaaaaaaaapppapppppaaaaaaaapappappaaaaaaaaaaaaaaaaaaaaaaaaapppapppaappaaaaaapappappapaaaaaaaaaaaaaaaaaaaaaaappppppappappaaaaapppppppapaaaaaaaaaaaaaaaaaaaaaaappaappapaaaaaaaaappppappapaaaaaaaapppppppppppaaaappppppppaaaaaaaaapapppppappppaaaaapppppppppppppaappppppppapapppppappppappaaaaapaaaapppppppppppaapappppppppapaapaaappppppppapapaapppppppppppppapapap
1,26,52,16,3,17,15,20,2,2,5,4,4,5,4,10,9,12,14,15,31,32,39,36,paaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaappapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapappapappaaaaaaaappappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaapaaaaaaaaaaaappappppaaaaaaaaaaaaaaaaaaaaaaaaaaaappaappaaappaaaaaappappaappaaaaaaaaaaaaaaaaaaaaaaaaaapppppppaaaapaaaaapppppaaapaaaaaaaaaaaaaaaaaaaaaaaaaappppaapappaappaaappapppapaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppaapaapapaappapppapppppaaapppppppppppaaaaaaaaapppppppapppapaapappapppappaaapaappppappaappppppaaaaapppppppappappppppppapppappaaaappppppppaaappppapppppapppppppapppappppappapppapppaaaaapppppppapppapappaaap
1,27,49,16,3,20,13,16,3,2,4,5,4,3,6,9,13,15,19,18,28,34,37,36,ppaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaappapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaappaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaapaappappaaaaaaaaapppapaaaaaaaaaaaaaaaaaaaaaaaaaaappppapaapaaaaaaaaappappapppaaaaaaaaaaaaaaaaaaaaaapppppaaapppaaaaaaapppppaaappaaaaaaaaaaaaaaaaaaaappppppppaapappaaaaapppppppapaaaaaaaaaaaaaaaaaaaaaapppppppaapaappaaaapppppppaapaaaaaaaaaaaaaaaaaaapppppppppappaapaaaapppppaapapaaapppppppppaaaaaaappppppppppappappaaaappppppppapapapppppapppppaaaaapppppppppppaapapppaaapppppppapapapppppappappppppapppppppppppapaapaappppppppppappappppppappapapaaap
1,28,39,16,3,10,15,14,3,2,3,6,5,5,4,7,11,10,8,11,22,25,29,31,ppaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapapappaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaapaaaappaaaaaaaaaaaaaaaaaaaaaapapaaaaaaapaaapaaaaaaaaaaaaaaaaaaaaaaaappapaaaaaapapappaaaaaaaaaaaaaaaaaaaaaaapppppppaaapaaapaappaaaaaaaaaaaaaaaaaaaapppappapaapaaappaaapaaaaaaaaaaaaaaaaaaappppaaaaaapaaappaaaapaaaaaaaaaaaaaaaaaapppappaaaapapapppaaaapaaaaaaaaaaaaaaaaapppppppaaapapappapaapapaappppppppaaaaaappppppaaaapppppppaappappappppppppaaaaaapppppppppppapapppaappapapppppppppppaaaapppppppapppappppappapppapppppppapaapppp
1,29,56,16,3,16,18,22,2,2,4,2,4,5,6,10,14,17,16,25,35,34,40,45,paaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaapaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapppaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapaaaaaaaaaappappaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppaaaaaaaaapaappappappaaaaaaaaaaaaaaaaaaaaaaaaaaaaappappppppaaaaaaapapppapppaappaaaaaaaaaaaaaaaaaaaaaaaaaaaapappapaappaaaaappppppaapaaapppaaaaaaaaaaaaaaaaaaaaaaaaaapppppppapapppaappppppppppappappaaaaaaaaaaaaaaaaaaaaaaaapppppppaapapaapapppppappppaapapapapppppppppppppaaaaaaaaaapppppppaappaaaapppppppppaaapapaaappppppaapaapappppppaaappppppppapppppappppppppppaaapppaaappppppaappppaapapappaapppppppppaappappppppppppppappppaappppppppapppppaaappappp
1,30,52,16,3,18,15,19,2,2,3,5,6,4,5,8,8,11,15,17,24,35,37,41,paaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaappaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapapaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaappaaaaaaaaaaaapapaapppaaaaaaaaaaaaaaaaaaaaaaaaaappaapappaaaaaaaaaapaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaapaaapapapaaaaaaaaapapppppapaaaaaaaaaaaaaaaaaaaaaaaaapppapppappaaaaaaaapppaappappaaaaaaaaaaaaaaaaaaaaaaaapppapapaapppaaaaaapppppppapapaaaaaaaaaaaaaaaaaaaaaaappaapapaaaaaaaaaaapppppppapapaaaapppppppppppaaaaaaaapppapppappaappaaaapppapppppaappaappppppppapappppppaapppapppapppapappaapppppppppaappaapappppppapapppapppapppapppapppapppapppppppppapapapppppppppppapaapppppap
