"archipelago_ID","sample_ID","observed_c_score","actual_sample_size","effective_sample_size","mean_c_score","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
1,1,1.52325581395349,2199,1049.29207604379,1.46401064485395,0.905411550704866,0.0977717144156435,"==",1.28943863571055
1,2,1.10735060814384,2199,1044.14747281353,1.06093438462606,0.886766712141883,0.114597544338336,"==",1.24306522624793
1,3,1.0377358490566,2599,1021.39695777779,1.00791440238397,0.802616390919584,0.199692189303578,"==",0.766992698066626
1,4,1.61538461538462,1699,1002.68568953273,1.59203044644308,0.732783990582696,0.269570335491466,"==",0.452850441127213
1,5,1.28585858585859,2199,1061.04047508701,1.1857685541178,0.969076853115052,0.0318326512050932,"==",2.13096048969263
1,6,0.692522711390636,3099,1005.05718855961,0.670504382626978,0.832526621490803,0.172636334301388,"==",0.792295666774532
1,7,1.18413461538462,2599,1040.58255034739,1.13552623790215,0.9049634474798,0.0969603693728357,"==",1.30116351424566
1,8,1.40502630040912,2499,1026.95355869213,1.28651577521716,0.985994397759104,0.0140056022408964,"==",2.77350843441483
1,9,1.07188160676533,1599,1011.10194370417,1.0728739024258,0.555347091932458,0.456535334584115,"==",-0.0214486597783878
1,10,0.881481481481482,2499,1026.79144187183,0.805391247408054,0.966786714685874,0.0336134453781513,"==",2.14528010367296
1,11,1.15094339622642,1699,1038.37201420337,1.15714229577545,0.505591524426133,0.50029429075927,"==",-0.146803586535659
1,12,1.59219858156028,1799,1034.62674876943,1.46235004474511,0.988882712618121,0.0111172873818788,"==",2.62880504259341
1,13,0.792941176470588,2599,1029.31308929128,0.69011007250149,0.989996152366295,0.0100038476337053,"==",3.38837807327979
1,14,0.96231884057971,2099,1107.89607521418,0.923843191950158,0.840400190566937,0.164363982848976,"==",0.852539385727806
1,15,1.25369978858351,1899,1040.09102116939,1.21886505304338,0.806740389678778,0.200631911532385,"==",0.758121809729951
1,16,0.815331010452962,1999,1052.83726888485,0.78166841841362,0.874437218609305,0.130565282641321,"==",1.06168738480641
1,17,0.851503759398496,2799,1031.89207874316,0.774419301200482,0.982136477313326,0.0189353340478742,"==",2.52491921744738
1,18,1.29970972423803,1999,1037.53476899649,1.2274820283872,0.944472236118059,0.0575287643821911,"==",1.73999230568802
1,19,1.03974358974359,1899,1045.83337180317,0.979949636110774,0.898894154818325,0.103738809899947,"==",1.22414459545404
1,20,1.05867346938776,2299,1022.54356455935,1.03844654434196,0.747281426707264,0.260548064375816,"==",0.510181636879548
1,21,1.07205513784461,2699,1034.90837997174,1.09345264792214,0.294924045942942,0.710633567988144,"==",-0.598388544238843
1,22,0.948196114708603,1999,1041.62627166805,0.855148203148753,0.961480740370185,0.0425212606303152,"==",1.99286880823356
1,23,0.658605974395448,1699,1300.43473530734,0.683654597257026,0.232489699823426,0.789287816362566,"==",-0.71146863045189
1,24,1.14404223227753,2199,1038.99264292856,1.10979452472912,0.852660300136426,0.150977717144156,"==",0.908517839585874
1,25,1.31207482993197,1899,1030.66171542789,1.22142516827689,0.967877830437072,0.033175355450237,"==",2.12995603581611
1,26,0.994720965309201,2399,1133.58865890161,0.954092862976466,0.871196331804919,0.132138390996248,"==",1.0100276152933
1,27,1.60799319727891,2199,1040.19202558045,1.55730495927339,0.855843565256935,0.147794452023647,"==",1.00685561185434
1,28,1.31983805668016,1599,1065.92608907346,1.27415920375336,0.810506566604128,0.191994996873046,"==",0.710664367397328
1,29,1.30649350649351,2299,1022.65483214369,1.29838890991566,0.637233579817312,0.36624619399739,"==",0.189236719358965
1,30,1.10331825037707,2099,1007.44100381627,1.0249019679701,0.954263935207242,0.0476417341591234,"==",1.93751534262954
