"subset_name","sample_ID","rho","observed_NODF","actual_sample_size","effective_sample_size","mean_NODF","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
"survey_only",60,1700,70.6305100319629,11599,1000.89581611964,70.7837033255685,0.120010345719459,0.879989654280541,"==",-1.19718938378941
"survey_only",61,1700,63.052616095361,8699,1006.41496925273,63.1593949543941,0.136107598574549,0.863892401425451,"==",-1.10989922131155
"survey_only",62,1700,73.4176304238924,8299,1001.78062335881,73.5500981192829,0.0849499939751777,0.915050006024822,"==",-1.4700174204406
"survey_only",63,1700,69.8038698535688,10499,1009.32593647992,69.8826366093596,0.20030479093247,0.79969520906753,"==",-0.796712818528771
"survey_only",64,1700,68.5820946088369,7099,1002.67725836673,68.6848624968931,0.165093675165516,0.834906324834484,"==",-0.988764827552928
"survey_only",65,1700,68.5172837084437,8699,1000.22088347264,68.7994442340657,0.0123002643982067,0.987699735601793,"==",-2.65186773789056
"survey_only",66,1700,70.3530193826613,7399,1009.43903753775,70.623463086582,0.0255439924314096,0.97445600756859,"==",-2.14366762527575
"survey_only",67,1700,73.5353380844303,6299,1000.61196913855,74.174661550602,0.000158755357993332,0.999841244642007,"==",-4.521887332102
"survey_only",68,1700,75.9652958311884,5699,1004.43479502205,76.4509567220756,0.0108791015967714,0.989120898403229,"==",-2.70564553601492
"survey_only",69,1700,68.6977685892982,7599,1005.13086124482,68.928809657675,0.0185550730359258,0.981444926964074,"==",-2.31092121007565
"survey_only",70,1700,73.2453706620266,6399,1012.06760740012,73.2574774595068,0.416783872480075,0.583216127519925,"==",-0.100243528658397
"survey_only",71,1700,64.6192941057509,9899,1005.37813084833,64.9571913463341,0.000606121830487928,0.999393878169512,"==",-4.43391173612866
"survey_only",72,1700,72.6556671359518,13999,1008.50273304429,72.8042881976161,0.14751053646689,0.85248946353311,"==",-1.05707295530228
"survey_only",73,1700,72.2318309366748,7799,1010.43088038473,72.3590670924981,0.120528272855494,0.879471727144506,"==",-1.22571096479772
"survey_only",74,1700,66.1574131295864,7899,1012.61697980246,66.4678845497532,0.0027851626788201,0.99721483732118,"==",-3.1913356630835
"survey_only",75,1700,71.6707321414233,8499,1002.03766445545,71.8900619660888,0.0129426991410754,0.987057300858925,"==",-2.64995027240074
"survey_only",76,1700,72.0710203793726,10999,1001.79181872636,72.0911097447555,0.382580234566779,0.617419765433221,"==",-0.176402103253044
"survey_only",77,1700,67.2950298220148,8899,1030.5236800602,67.553017894743,0.021800202269918,0.978199797730082,"==",-2.27727881694144
"survey_only",78,1700,67.0115475799788,14099,1002.37229355409,67.0886012076222,0.230158167245904,0.769841832754096,"==",-0.679068587945903
"survey_only",79,1700,68.4663313856286,16599,1002.23897955832,68.5633278492426,0.190011446472679,0.809988553527321,"==",-0.823159871651394
"survey_only",80,1700,67.206064598342,9099,1003.35256150843,67.4856373423839,0.0402242004615892,0.959775799538411,"==",-1.97990078706651
"survey_only",81,1700,64.9967998526631,7999,1004.58957535689,65.2351830961644,0.00362545318164771,0.996374546818352,"==",-3.36520012195118
"survey_only",82,1700,68.417491498499,10899,1006.25394817553,68.4792610202418,0.22809432057987,0.77190567942013,"==",-0.678135404645554
"survey_only",83,1700,70.7981865134272,6599,1003.15057042028,71.3614109051038,0.00106076678284589,0.998939233217154,"==",-3.9784104905596
"survey_only",84,1700,72.1834782797816,7399,1001.45044584512,72.3662390678401,0.0931206919854034,0.906879308014597,"==",-1.39152219625639
"survey_only",85,1700,71.2714212474112,5399,1026.79464599079,71.5273165517781,0.0331542878310798,0.96684571216892,"==",-2.08219233692116
"survey_only",86,1700,73.1034234368011,6999,1014.82031878871,73.2480596522369,0.154307758251179,0.845692241748821,"==",-1.01337566892421
"survey_only",87,1700,63.1066938675142,9299,1000.81315550478,63.2096104848165,0.0760296806108184,0.923970319389182,"==",-1.54527856817995
"survey_only",88,1700,67.366108978563,4199,1017.21335553076,67.3017800390773,0.531555132174327,0.468444867825673,"==",0.287178088251823
"survey_only",89,1700,75.8922942079278,5899,1008.86785642568,75.9106118539489,0.418036955416172,0.581963044583828,"==",-0.127195297024107
"survey_only",90,1700,71.9287032992158,7099,1012.55873080331,71.9644633064983,0.380335258487111,0.619664741512889,"==",-0.215724229116755
"survey_only",91,1700,70.4156613907063,12499,1007.05789813967,70.794841795956,0.00432034562765021,0.99567965437235,"==",-3.09863630359707
