sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_niche_8,no_spp_niche_9,no_spp_isle_0,no_spp_isle_1,no_spp_isle_2,no_spp_isle_3,no_spp_isle_4,no_spp_isle_5,no_spp_isle_6,no_spp_isle_7,no_spp_isle_8,no_spp_isle_9,no_spp_isle_10,no_spp_isle_11,no_spp_isle_12,no_spp_isle_13,no_spp_isle_14,no_spp_isle_15,presence_absence_matrix_cols_isles_concatenated
65,52,16,10,9,8,7,7,6,2,3,4,3,3,10,10,10,10,11,12,12,16,16,19,24,26,27,32,37,40,paaaaaaaapaaaaaaapaaaaaapaaaaaapaaaaapapaapaaapaapaaapaaaaaaaapaaaaaaapaaaaaapaaaaaapaaaapaapaapaaapaapapaaaaaaaaaapaaaaapaaaaaaaapaaaaapaaaapapaapaaaapaapaapaaaaaaaaapaaaaaaapaaaapaaaaaapaaaaapapaapaaaapaapapaaaaaaaaaapaaaaapapaaaapaaaaaaapaaaapaaapapaaapaapaapaaaaaaapaaaaaaappapaaaapaaaaaapaaaapaaapapaaapaapaappaaaaaapaaaaaaaaapaaaappaaaaaapaaaapapaapaaaapaapapppaaaaaaapapaaaapapapaappaaaaaapaaaapapaaaapaapapaappaaaaaaaaapapaaapppaaaapaapaaaappaaapapaapaaaapapaaappaaaaaaaapapaaapppaaaappapaaaappaaapaaappaapapppaappppaaaaapppappaappppaaappapaaappaaaapapaapaaappaapappaapppaapapappaapppaaaappappaappaaaappaapppaaapapappppapapaapppapppapppapaappppaaapppaaaappaapaaaapapaapppapaapppppapppappppppappppapappppaapapaapaaaapapaapppppapaapppppppapppppppppppapppppapapppaapaaaapppaappppppapppppappppppppppappppppppppaappapappaaappappa
66,53,16,10,5,9,9,4,6,2,4,5,3,6,10,10,10,11,10,12,15,12,17,19,19,21,25,30,29,36,paaaapaaaaaaaapaaaaaaaapaaapaaaaapapaaapaaaapaapaaaaapaaaaapaaaaaaaapaaaaaaapaaapaaaaapaapaapaaaaapaapaaaaapaaapaaaaaaaaapaaaaaaapaaapaaaaaapaapapaaaaapaaapaaapapaapaaaaaaaaaapaaaaaapaaapaaaaapapaaaapaaapaaaapaaapaaaaaapaaaaaaapaaaaaaapaaapaaaaapaaapaaapaaapapaaaaapaaaapaapaaaaaapaaaaaaapaaapaaaaapppaaapaaaaapaaapaaapaaaapaapaaaaappaaaaaaapaaapppaaapaapaapaaaappaaapaaaapaaapaapaaaaaapaaaaaaapaaapaaaaapaapaaaapaaapapapaaapaaaapaaappaaappapaaaaappaapappaapaapaapaaaaapaaaapaapppaapappaaaaappaappaaappaapapaaapaaapaaapaapaaaapaaapapaappaaaaaaapppapaaaappaapappaapaaapppaaaaapaaaaapappapappppaaaaappppappaapaaapapaaapaaapapaaaaapaaapaaapppaapapppaaaapppapppaapppapappaapapaaaaapaaapaaapaapppppapppppppaappppapppapppapapaaappaapapaapaapaapaaaapppaapppppapaappppappapppaapapppapaaapapapappaaaapaaappppppppppapppppppappappppppappappapapapaaaaapppapaaa
67,45,16,10,5,6,9,4,7,3,2,2,5,2,10,10,10,11,11,10,11,13,19,21,26,26,31,36,33,40,paaaapaaaaapaaaaaaaapaaapaaaaaapaapapapaaaapaapaaaapaaaaapaaaaaaapaaapaaaaaaapapapaapaaapaaapaaaapaaapaaaaaaaaapaaapaaaaapaaapappaaaapaaaapaaapaaapapaaaaaapaaaaapaaaapaapapapaaaapaaapaaaappaapaaaaaaaapaaapaaaaaapaapapaaapaapaapaaaaapaaaapaaaaaaapaaaaaapaaapaaappaapaaaapapapaaapaaaaaapaaaaapaaapaaaaaapaapapapaaaapaapaaaappaaaaappaaaaapaaappaaaaapaapapapaaaapaapppaaapaaapaappaaaaaappappppaapaapapaappaapaapapapppaaapaapppaaapapappppaaapaapappaapaapaapppapapaaapappapaaappppppppapppapappaaaapappapppappppaaapppaaaaappppppppaappaaapppappaapaapppappppaappppppppapppppppppppaapappaaaaappappppapppppapppppppapppppppppppppaapapapppappaapppappppaappppppppppppppppppapppapapaapaappapppppppppppppppppppppppppppppppppapppappapapa
68,57,16,10,7,11,5,8,8,6,3,3,3,3,11,10,11,10,12,11,10,17,17,17,24,25,28,32,34,42,paaaaaappaaaaaaaaapaaaapaaaaaaapaaaaaaapaaaaapaapaapaapaapaaaaaaaapaaaaaaaapaaaapaaaaaaaapaaaaaaapaaaapaaapaapaapapaaaaaaaaapaaaaaaaapaaaappaaaaapaaaaaaaaapaaaapaapaapaaappaaaaaaaapaaaaaaaaapaaapaaaaaaapaaaaaaaaapaaapaapaapaaapapaaaaaaaaapaaaaaaappaaapaaaaaaapapaaaaaaaapaapaaapapaaaappaaaaaaaaaapaaaaaaapaaaaaapaaaapapaaaaapaaaaapaaaapapaaappaaaaaaaaapaaaaaaaapaaapaaaaaaapaaaaaaaaaaapapaapaaapaaapppaaaaaaappapaaaaappaaappppaaaapaaaaaaaaaapaapaapaaapaaappaaaaaaaapaaapaaaappaaapppaaaaapappaaaaaaapaapaapaaappaappaaaaaaapppaaaaaaaapaaapppapaaapaaappaaaaapaapaapaapaaaappaaaaaaappppaapaaapppaapppapaaapppaaaaapaaaappaapppapaaappppaaaaaapppppapaappapapppaappappaapaaapaaaaapaaaappaaaapppapaaaappppppaaaappapappppappapppapaaaaaapaapaapapapaapapppapaaappppapaaaappapappppaapapppapppapaaapappapppapapaappaaaaapppppppaapappapppppppppappppppapaaapaapaapapapaaapppppapppppppapapappppppppppppppppppapappaapaapappapapaapp
69,44,16,10,7,7,6,6,4,2,4,3,1,4,10,10,10,10,13,11,14,14,17,17,21,24,22,30,31,33,paaaaaapaaaaaapaaaaapaaaaapaaapapaaapaappaaaapaaaaapaaaaaapaaaaaapaaaapaaapapaaapaappaaaapaaaaapaaaaaaapaaaaaapaaapaaapapaaapaappaaapaaaaaapaaaaaapaaaaapaaaaapaaapapaaaapapapaaaapaaaapppaaaapapaaapaaaaapaaapaapaapaappaaappaaaaapaaaaaapaaaaapaaaaapaaapapaaaaapppaaappaaaaapaaaaaapaaaaapappaapaaapapapapaappaaapaapaaappaaaaapppaaaaapaaapaaapapaaapaappaaappaaaaapapaaaapapaaapapppapaaapppaaaapappaaappaaaaappaaaaapappaapappaapaaaappaaaapappapappaaaaapppaaaapapppapappappaaapapaaappapppaappaapaappapppapppapappppappaaapapaaapaapaappppaaaaapppappapppaaappppapppaapapaaapaapapaapppaappppppppapppppappppappppapaaapppaapaapapppaaaappppppapppppppppppppapppapaaappppapaappppaappppappppppppappppppppapppppaappappaaa
70,42,16,10,5,5,5,2,6,2,6,4,3,4,10,10,10,13,11,12,12,12,19,15,22,20,19,23,28,29,paaaapaaaapaaaapapaaaaapapaaaaapaaapaapaaapaaaaapaaaapaaapaapaaaapaapaaaaapaapaaapaapaaaapaaaapaaaapapaaaaapapaaaaapaaaapaaapapaaaapppaaaapaapapapaaapaapaaaapaaapaaaaapapaaaaapaaaaapppaapaaaapaaapaaaapaapaaapaapaaaaappaapapaapaapaaaapapaaaaapaaapaaapaapaaaaappaapaaappapaaaaapaaaapaaaapapaaapaapapaaapaaapaaappapaaaaapaaaaapaaaappaaaapapapaappppapapaapapppaaapappaaaapaaappaaapapapaapppaapapaapappaaaapaaaapaapaaaaapaapappppapppaapaapppappapaappapaaaapapapaaappapppaapppaapppappappaaaapapaapaaapaappaaapapppaappppapapappappapaapapaaaaapaaapaaapaapppaappppapappppapppapapapaaaaappaapaaappapppappppppppppppppppapppapaaaaappaapaaappappppappppapappppppppapppapaapppppaapaaappa
71,43,16,10,2,4,6,8,6,4,5,4,1,3,10,10,10,10,11,11,10,15,13,14,19,21,22,26,27,33,papaaapaaaaapaaaaaaapaaaaapaaapaaaapaaappaapapaaapaaaaaapaaaaaaapaaaapaaapaaaaapaapapapapaaapaaaaapaaaaaaaapaaaaapaaapaaapaaappaaappaaapaaaaapaaaaaaaapaaaaaapaaapaapaaapapaappaaaapaaaapaaaaaaaappaaaapaaaaapaaapapaapappaaapaaaaapaaaaaaaappaaapaaapaaaaapaapapaappaaaaapaaapaaaaaaaapaaaaaaapaaaapapaapaapppapaapaapaapapaaaaaappaaaapaapaapaaapapapaappaaapaapaappaaaaaaapaaaapaapapaaaaapapapaapppaapappaapaaaaaaaapapaapaaaaapaaaapapapappppaapapaaapappppaaappaaaapappaaaaaapappaappppaapppapappapaapappapaaapaaaaapapapapapappppaapppppapapapapaapaapapaapapaaaappappaapppppappppapppppaapapppapappaapaaaapaappapappppaapppppppppppapppppapappaaaaapaaaappapapppppppppppppppppapapppappapappaapappappppa
72,38,16,10,4,4,5,6,5,3,4,2,3,2,10,10,10,10,10,13,13,12,17,19,20,24,24,27,27,27,paaapaaapaaaapaaaaapaaaapaapaaapapaapaapaapaaaapaaaapaaaaapaaaapaapaapaapapaapaaapaaaapaaapaaaapaaaaapapaaapaapapaapaapaaaaapaapaaaaaaapaaapaaapaapapapapaaapaaaaapaapaaaaapaaaaapaaapapapaapaapaapaaappaaapapaaaaappaaapaapapapaapaappaappaapaaapapaaapaaaaapaaapapapaapaapaaaapapapaapaaaaapapaaapaapaapapaaapapappaaappppappaaaapppaaapaaapapaaapapapappppappaappappaapppaaapapaaapaapapappappppapppaapppapapaapaapaaapaapapapappapppppppppapppaaappapaapapapaapppapappappppapppappppapappppapaapaaapaapapppppppppapppappppaaapppppapapapppapappappappppapppppppppapppppaapaaapapappppappappppapppappppapappppaapapppaapppapp
73,51,16,10,3,8,3,6,8,4,4,3,6,6,10,10,10,10,11,12,11,12,18,17,18,23,24,29,28,31,paapaaaaaaapaapaaaaapaaaaaaapaaapaaapaapaaaaapaaaaapaapaaaaaaapaaapaaaaapaaaaaaapaaapaapaaapaaaaapaaaapaaapaaaaaapaapaaaaaaapaaaaaapaaaapaapaapaaaapaaaaaapaapaaaaaapaaaapaaaaapaaaaaapaaaapapaaaapaaapaaaaapaaappaaaaapaaaaapaapaaaaaaaapaaaapaapaapaaaaapaaaapapapaaaaaapaaaappaapaaaaaaapaaaaapaapaapaaaapaaaaapaaaaapaaaapaapapaaaaapaaaaaaapaaapaapaapaaaaapaaaaaapapaapaaapaaappaaapaaaaaaaapaaaapapaaapaaaaaapaaapppppapaaaapaapapaaapappaaaaapaaaapaapaaapaaaaappaapapappaaaaapaapppaaapppapaaaapaaaapaapaaaapaaapaaaapapapapapaapaapppaaapppapaaaapaaaapapaaapaaaapaaaaapppppapapaapaapppaaapppapppaapaaaaapaapaapaaappaaaapppapppappapaappppaapapappaaapaaaapapaaaaaappapaapapppppppppaapaapppppapppappapapapaapappaapaaaappaaaapppppppppaappappppaapppappapapaaaapaapaaapapapaaaapppppppppppppapppppapppppppaaapaaaapapaaapaaaapppaaa
74,47,16,10,6,6,6,10,4,1,4,4,3,3,10,10,11,11,11,12,11,13,16,19,21,24,27,31,32,33,paaaaapaaaaapaaaaapaaaaaaaaapaaappaaapaaapaapaaapaaaapaaaaapaaaaaapaaaaaaaapaaappaaapaaapaapaapapaaapaaaaaapaaaaaapaaaaaaapaaappaaapaaapaapaaaaapaapaaaaaaapaaaaaappaaaaapaaappaaapaaapaapaaaaapaaapaaaapapaaaapaaaaaaaapaaapapaaapaapaapaaappaaapaaaaaaapaaapapaaaaaaapaaapaapaapaapaaapaapaaaapapaaapaaaaaaaaaapaaaapaaappaaaaapapaapaaaaapaapapaaappaaaaappaaaaaaapaaapaaappaaaapapaapaapaapapaaapappaaapaappaaaapaaappaaaapaapaaaapppppaapappaapppppaapaaaaaaaapaaappaaaapaapaaaapppppaapppapappppaaappaapaaaapaaappaaaaaappaaaapppapaappppaappppaapppaappaaappaappapapaaapaapaappppaapppapappppaaappaappppapaaappapapaaapappappppppppppaaapppppppppppppppapaaapppaaaapaaappaapppppapppapapppppaappppppppppappppaaappaapaapaapppppppppapppppppaappppppapapapppppaapapapaaaap
75,54,16,10,4,5,5,6,11,6,5,5,1,6,11,10,10,10,11,14,13,14,16,19,23,20,24,26,33,28,ppaapaaaapaaaapaaaaapaaaaaaaaaapaaaaapaaaapaaaappaaaaaapaapaaaaapaaaapaaaaapaaaaaaaaaapaaaaapaaapaaaapapaaaapaaaapaaaapaaaaapaaapaaaaaaaaaaaapaaapaaaaapaaappaaaaapaaapaaaapaaaaaapaaapaaaaaaaaaaapaaaapaaaaaapaapaapaaapaaapaaaappaaaaapaaapaaaaaaaaaaapaaaaaapaapaaaappaaaaapaaappaaappaaaapapaapaaaaaaaaaaaapaaaapapapaaaapaapaaapaaappaaaappaaaapaaapaaaaaaaaaaaaapaaapaaapaapappaaaaapaaappaaappapaaapaaapapaaaaaaaaaapaaapaaaaapaaappaaaaappaappaaaapaaaaapaaapaappaaaaaaaapaaaaaapapppaapaaapaapaaappaaapppapapppaapapaapaaaaaapaaaapaaaapapaapapaaaappaappppapppapappaaapapapapaaaaaapaaapapaapaaaappaapaappaappaaapppappapaaappaapaapaaaaapaaapaaaapapaappaaaaappaappaappppppappaaapapppaaapaaaaapaaaaapaappaapapaapapppappppapppppapppaapppppaaaapaaaaapapaaaapaaaapaaapaappapppaapppppppppapappppppappaaappaappapaapapappaaaaapppaapppapppppppppapppapapaaaappaapaaaaaappaapaapapapaa
76,49,16,10,6,7,6,5,5,5,5,3,5,2,10,10,10,10,12,10,15,16,14,19,22,22,25,26,34,36,paaaaapaaaaaapaaaaapaaaapaaaapaaaapaaaapaapaaaapaapaaaapaaaaaaapaaaapaaaapaaaapaaaaapaaapaaapaaapaapaaaapaaaaaaaapaaapaaaapaaaaapaaaaapaapaaaapaaapapaaaaapaaaaapaaaaapaaaapaaaaaapaaapaaapaaaaapaapaapaaapppaaaaaaapaaapaaapaaaapaaaaaaapaapaaaaapapapaaaaaapaaaapaaaaapaaaapaaaaaaapapaaaaapaapaaapaaaapaaapaaaaapaapaapppaapppaaapaaaapaaaapapaaaaapppaapappapaaaaappaapaapapaaaaaapaaapaaaapaaaaapapaaaapappaaaaapappaapaaaapaaaaapaappaaaapaaapaaapappaapappaaaaapapppppppaapaaaaapaaaapaaaapaaaaappappppppppaaaaappppaapapaapaaaaapaaapaaaappapapaapappaapppppaaaappppaapppaappaaaaapaapaaaaappapaaaappppppppppaaaappppaapppaapppaaaapaaapapapaaaaapapapppapppppppaapppppapppaappaaaaapaapaapaapaaaapaappppppppppappappppapppppappppaapaaaappapppapaapapppppappppppppppppppappppppppppppaaappapaapaaappaap
77,44,16,10,4,7,3,8,7,3,5,2,2,3,10,10,10,11,11,11,12,13,13,17,20,22,24,26,29,32,paaapaaaaaapaapaaaaaaapaaaaaapaapaaaapapapaaapaaapaaaaaapaapaaaaaaapaaaaapaapaaaapapaapaaapaapaaaaapaapaaaaaaaaapaaaapaaapaaapaappaaapaapapaaaapaapaaaaaaaaapaaaaapaaapaaapappaaapaaapaaaaapaaappaaaaapaaaaaaapapaaaapapapaaapaaapaaaaappaapaaaaaaaapaaaaapaaaapapapapaaapaaapaaaaapaapppaaaaapaaaaaapaaaaapapapaapaapaaapapaaappapapaaaaaaapaaaapaaaaaappaapapappaaapaaaaapaaaapaaaaapppaaaapaaaaapapaappaappaaapaapaapaapapaaaaapapaaaaaappaappappppaapppappppaaappapppaaaaapppaaaaapaaaapapapapaaappapppppaappappppaaaapppaaaaapaaaaappapppaappppppppaaappapppppaaappppaaapaaaaapapapaapappppppppapappapppaaaaapapapppppaaaapapaappapppppppppaapppapppppppapppapappaaaaapapapappappppppppppappppppppapppppapppppaaaapapapapaa
78,53,16,10,5,6,8,8,6,6,4,4,3,3,10,10,12,11,13,12,11,16,16,18,26,26,25,25,29,35,paaaapaaaaapaaaaaaapaaaaaaapaaaaapaaaaapaaapaaapaapaapaaaapaaaaapaaaaaaapaaaaaaaapaaaaapaaaapaaaapaaapapaapaaaaapaaaaapaaaaaaapaaaaaapapaaaaapaaappaaapaapaapaapaaaaaapaaappaaaaaapaaaaaaaapaaaapaaaaapaaapaaaapaapapaaaapaaaaaapaaaaaapaaaaaaaappaaapaapaaaapapaaaapppaapaaaappapaaapaaaaaapaaaaaaaaapaaaapaaaapaaaapaaaapaappaaaapaaaaapaaaaaaapaaaaaaaappaaaaaapaapaaaaapaaapaappaaaapapaaappaaaaaapppaaaaappapaaapaaaapaaaapaaaapaappppaappaaaappaaaaaapapaaaaappaaaaapaaaapaaaaapapaaaappaaaaapppaappaaaaaapapaaaaapppapaaaaapapaaaaapaaappappapaappppaapppaaaaapappaaaappppppppaapaapaaaapapapaappappapppppappaaaaaapppapaaappppppapapaapaaaapaapaaaappppaappppaappaaaaaapppapaaapppppaapapaapaaaapaaapapappppapppppaappaaaaaapppapaaapppapaaaaapappapaapaaapaappppppppppaappapppaapppaapaapppppaaaaapppaaapaaaapaaappppppppppppppappapppppapapppppppaapaaaapaaaappppaapaa
79,46,16,10,10,5,4,5,3,5,5,3,4,2,10,10,11,11,10,12,15,15,16,22,28,25,31,30,31,39,paaaaaaaaapaaaapaaapaaaapaapaaaapaaaapaapaaapaapaaaaaaaapaaaapaaaapaaaapapaaaaapaaapaaapaaappaaaaaaaaaapaaaapaapapaaaapapaaaaapaapaaaapapaaapaaaaaaapaaaapaaapaaaaaappaaaapaaaapaaappapapaaaaaaaaaapaaapaaaaapaaapaaapaapaaaapaaapaapaaaapaaaaaapaaaaapaapapaaappapaaapaaaaapaapaapaaapapaaaaapaaaappaappaaaaappppaapaaaapaaapaapaaaapaaaaaappppaaapapapaaaapapapapaaaapaaaapapaaapppaaaaapaaaappaapapaaapppaaaapaaaapapapaapaapppppaaaappapappaapppaapapapaaapaapappaapaapapppppapaaappppppppappppapppppaaaaaapapaaapappappappapaaapppppppaapappppppaappaapaaaapaapaapapppppappaappppppppappppppppapaaaapaaappapaapppappppppaaappppppppppppppppppaaaaapaappaappaapapppppappaappppppppappppppppapaaapaaaapaapppppapppppppappppppppppppppppppppppappaaappaapppppp
80,45,16,10,10,4,5,7,4,3,2,2,5,3,10,10,11,12,12,10,13,11,16,20,20,23,26,28,33,31,paaaaaaaaapaaapaaaapaaaaaapaaapaapapapaaaapaaapaaaaaaaapaaapaaaaapaaaaapaaapaapapaapaaaapapaaaaaaaaapaaaapaaaapaaaaaapaappapapaapaaapaapaaaaaaaaapaaapapaaaapaaaaapaaapppapaaapaapaapapaaaaaaappaaaaapaapaaaaapaaaaappapaaapaaapapaaaaaaaaaaapapaaaaapaaaaaapaapaapapaaapaaapapaaaaaaaaappaapaapappaaaaapaaaaapappaaapaaapapaaaaaaaaapaappaaaaapaaaaapaaaaapappaaaapapaapaappaaaaapaaapaaaappppaaappaapaapaapaaaappaappaaapaaaapapppaapapppppaappaapaapapaaapaaapappapapaaaapapppaapappapaaappaapaapapaapaaappapapappaaaappapppapapppaappppaapaapppapaaaapaapapppppaaapppppappapppppaappaaaappapapaaaapapppppapapaapppppppppppppaaappaapappppaaaaapapapppppppppapppppappappppppppppapaapppaapaaappappppapapappppppappappppapappapppapapaappapppa
81,47,16,10,12,5,3,6,2,3,3,5,5,3,10,10,11,11,12,13,11,14,18,15,17,23,28,26,26,30,paaaaaaaaaaapaaaapaapaaaaapapaapaapaaaapaaaapaaapaaaaaaaaaaapaaaapaapaaaapapaapaaapaaapaaaapaaappaaaaaaaaaaapaaapaaapaaapaapaapaaapaapaaaapaaapaaaaaaaaaapaaaaapapaaaaapapaaaapapaaapaaaappaapaaaaaaaaaapaapappaaapaaapapaapaaaaapapaaaapaaaappaaaaaaaapapaapaapaapaapapaapaapaaaaapaaaapaapaaaaaaaaaappaaaapaaapaaapapaapaapaaaapaaaapaaapaaaaaaaaaappaaappapapapapaaapaappaaaaaapaaaapappppaaaaaaappaaappapapaaapappapaapaaaappaaapaaapappaaaaaaappaaappaaapaaapappapaaaapaaaaapapaapppaaaaaaaaapaaapppppapapapaapapaaaaaappaaaapaaapppappaaaaapppapppapapppapappaaappaaaapaapapaapppppppppaaappaapppapppppapapaaaapppaaapaapapapapppppaappaappaapppppppppappapapaapapaapaaaapaapppppaappaaapppapppapppapapappappaapaaapaaappaapppppaappapppppppppapppppppapaapaapapaapaaaappa
82,44,16,10,9,5,4,6,3,5,3,4,3,2,10,10,10,12,10,11,12,14,15,20,18,24,19,25,31,31,paaaaaaaapaaaapaaapaaaaapaapaaaapaapaaapaapapaaaaaaaapaaaaapaapaaaaaapaapaaaapapaaaapaapapaaaaaaaapaaaaapaapaaaaaapapaaaapaapaaapapapapaaaaaapaaaaappapaaaaaapaapaaaapaaapaaappaaaapaaaaapaaaaaapaaapaaapaaapaaaapaaapaapapaapaaaaaaapaaaaaapapaaaaappaaapaapaaapaaapapaapaaaaaaapaaaaappapaaaaappapaaaaapaapaapaapapaaapaaaapaaaapapapaaaaappaapaaappaapaapaapappaaaaaaapaaaapppapapaaappapaaaapaaapaaapapappppaaaaapaaaapppappppaappppaaaaapaapaaapapapppaapaaapaaaaappapppaaappappaaapaaapaaapapappppappaapppaapppapppapappaaaapapapapaaapapappaaaaaaapaaaapppappppaapppapaaapaappaaapapappppaaaaappppapppppppaaapppapaaapaapaaappappppppaapppppppapppapppppapppapaappaappaappapppppppaapapppappppppppppppppppaaappaaaapppapa
83,53,16,10,5,6,9,5,5,6,5,4,4,4,10,10,11,10,10,16,13,15,18,20,22,25,26,31,28,36,paaaapaaaaapaaaaaaaapaaaapaaaapaaaaapaaaapaaapaaapaaaapaaaapaaaaapaaaaaaapaaaapaaaaapaaaaapaaaapaapaaaapaaapaaaaappaapaaaaaaaaapaaapaaaaaapaaaaapaaaapaapaaaapaaapaaaapaaaaapaaaaaapaaaaapaaaaaapaapaaaapaaaapaaapaapaaaaaapaaapaaaaaaaaapaaapaaaaaaaapapaaaapaaapaaaapaapappapaaaaappaaaaaaaapaaapaaaaaappaapaaaaaapappaaappaappaapapaaapaaaaaaaaappaaaapaaaapaaaapaaaaapaapaaapaaappaaaapaaapaapaaaaappaaaaapppaaapaaapaaaaapapaaaapaaapppaaapapapappaaaaappapapapaaaaapaapaaaapaaaapaaaapapappppapaaapaapaaaaappapapappaaaapapaapaaaapaapaaapaappppapppaaapaapaaaaaapppapapppaaapaapaaaapapapaaaapaappppapappaapppppaaaapppaapapppaaapaapaaaapaaaaapaaappppppapppaapppapaaaaappppapapppaaapapapapaaaapaaappaaappppapppappppapappaapppappppppaaaappaapapaappapaaapaappppappppaappappappappppapapppaaapaapaaaaaapaaapppaaappppapppppppaappaappppppppapppaaappapaapaappppppppaaa
84,48,16,10,6,4,8,5,7,4,4,2,2,6,10,10,10,12,10,11,15,13,15,20,19,23,27,31,28,34,paaaaapaaapaaaaaaapaaaapaaaaaapaaapaaapapapaaaaapaaaaapaaaapaaaaaapaaaaapaaaaapaaapaaapapaapaaaapaaaaaapaapaaaaaaapaaaaaapaaaapaaaapaapapapaaaaapaaaaapapaaappaaaapaaaapaaaaaaapaaaapapaapaapaaapaaaaapaaaaaaapaaapaaaapaaaaaapaaapaaapapaaaapaappaaaapaaaaaaaapaapaaaapaaaaaapaaaaaappaappaaaaapapaaapapaaapaaapapaaaaaaappaaaapapaaapapppaaaaapaaaaapapapappaaaapaaaaaaaapaaaaappaaapapapaaaaapaaaaapapapapapaappaaaapaaapaapaaapaaaapappaaaaapaappappaapapapppappaaapaaapaapaapaaappapaaaaapapaaaaapapapapappaapapaappaappaaaappaappapaaaapaappapaapppapapppppppaaaappappaapaaaaaappaapaaaaappaapaapppppapppppppppaappapppppaaaaaappaappaaaaappppaapppppappppppppppappappaapaappaaapapppaapaapppppppapapapppppppppaappapppapaaapaaapaapaaapaapppppapppppapppppppppppppppppppaaapaaapapppaaaaa
85,51,16,10,9,5,6,5,6,4,4,5,4,3,10,10,11,11,11,12,13,14,17,18,26,27,29,29,33,33,paaaaaaaapaaaapaaaaapaaaapaaaaapaaapaaapaaaapaaapaaapaaaaaaaapaaapaaaaapaaaapaaaaaapaaapaaapaaaapaapaaaapaaaaaapaaaappaaaaapaaaapaaaapaaaaapapaaaapaaaapaaaapaaaaapaaaapaaaaaapaaaapaaaapapaaaapaapaapaaaaapaaaapaaaappaaaaapaaapaaaaapaaaaaapapaaaaapaapaaapaapaaaaaaaappaaapaaaaappaaaaapaaapaaaaaappaaaapaaapaaaaapaaaaappaaaapaaaapaaaapppaaapaaaaaappaaaapaaapaaaaaapaaaappaaapaaaaapaaaappaaaaapaaaappaapaaapaapapaappppaaaapaaappaaaappaaapapaaapaaaaapapapaapaaapaaapapaaaaappaaappaaaappaaappppaapaaappaaaapaaapaapaaapappppaapppaapppaaapppaapppapppaaaaaappapaapaaapappppppaaaappaaappaaaappapappppppppaaaaappaapaappapapppppppaaappaaapppppappppppppppapaaapapapaaaapaaapaappppppaaappapapppappppaaappppppppappaaapaaaaaaappaappppppppappaappppapappppppppppapaaaapapppaappaaapaapppppppppppappppppaappaappppppppaaapapppaaaaapaapaa
86,58,16,10,9,10,12,5,4,4,3,3,4,4,10,10,12,11,12,12,14,19,18,20,25,33,39,36,41,39,paaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaapaaapaaapaapaapaaapaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaapaapaaaapaapaapaapaaaappaaaaaapapaaaaaaapaaaaaaaaaaaaapaapaaapaaaapaapaapaapaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapapaaapaaappapaaaapaapaaaaapaaaaapaaaaaaaaapaapaaaaaaaaaapapapaapaaaapapaaaapaaapaapaaaaaaaapaaaaaaaapaaappaaaaaaapaaapaaaapaaapaapaaaappaaaappaaaaaaaaapaaaaaapaaapaaaaaaaapaapppaapaaaaapapaapaapaaapppapaaaapapppaaaaapaappaaaaaaaapapapaaapaaaapaaappaaaaaapapaapaaaappppaaaaaapaaapapaaaaappaaappaapaaaapapaaaapapaaappaaaaaaapapaaaaaaappaapppaaaaaapappppaapaaaapappaaapaapaappaappaaappppaaaaaapappappaaaaaappppppaapaaaapaapaappapaaapppapapaappppppppaapppapppppaaapppapppaapaaappaapaaapapaaapppapppaappppaaaapappppppppaaaappppppppapapaapppppppapppaappppppppppppppaaaaapppapppaaaaappppppppapapaapappaappapaaapppappppapppppapaaappppppppappappppppppappapapapapapapppaappppppapapppppaapappppppppapaapppppppppppaaaapaapapapppaaa
87,52,16,10,5,8,3,12,5,3,2,3,7,4,10,10,10,10,10,13,12,18,20,18,21,21,33,30,33,34,paaaapaaaaaaapaapaaaaaaaaaaapaaaapaapapaapaaaaaapaaapaaaaapaaaaaapaaapaaaaaaaaaapaaaaapapapaaapaaaaapaaapaaaaapaaaaaapaaapaaaaaaaaaapaaaaapapapaaaapaaaapaaaapaaaapaaaaaapaaaapaaaaaaaaapaaaaapapapaaaaapaaaapaapaaaaapaaaaaaapaaapaaaaaaaaapaaaapaapapaapaaaaaapaaapaaaaapaaaaaapaaapapaaaaaaaapaaaappapapaaapapaaapaaaapaaaaapaaaaaappappaaaaaaaaapaaaapaaappaaapaaaaaaapappaaaappaaaaappapppaaaaaaaaapppaappapapaaaapaaaapaaappaaappapaaaappaappappaaaaaapappaapapppaaaapaaaaaaappppaaappaaaaapapappaapaaaaaapappaaappapaaapaaaaaaaapppaaapppapaaapppappappppaaaapaaaapaapapaapaaaaaapaaappapaappaaaaappapppaapaapaaapapaappppapaaaaaapaapaaapppppppppappappppppaappppppapapppapapppaaaaapaaapaaappapappppappappppppappapaaappappppaapappapapaaaapaaappppappppappappppppaapppappappppaapppapaapapaaaappaapppapppppaappppppppappappapappppaapapapapappaapppaaa
