sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_niche_8,no_spp_niche_9,no_spp_isle_0,no_spp_isle_1,no_spp_isle_2,no_spp_isle_3,no_spp_isle_4,no_spp_isle_5,no_spp_isle_6,no_spp_isle_7,no_spp_isle_8,no_spp_isle_9,no_spp_isle_10,no_spp_isle_11,no_spp_isle_12,no_spp_isle_13,no_spp_isle_14,no_spp_isle_15,presence_absence_matrix_cols_isles_concatenated
11,60,16,10,7,8,6,11,6,2,4,3,5,8,5,11,10,10,11,13,11,16,17,21,23,24,27,34,38,46,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaapaapaaaapaaaaaaapaaaaaapaaaaaaapaaaaapaaaaaaaaaapaaaaapapaaapaapaaaaappaaaaaapaaaaapaaaaaaaapaaaaapaaaaaaaaapaaaaapapaaapaaapaaaaaapaaaaapaaaaapaaaaaaaaapaaaapaaaaaaaaapaaaaapapaaapaapaaaapaaaaaaaaapaaaapaaaaaaaaaapaapapaaaaaaaapaaaaapaapaapaapaaaaaapaaaaaaaapaaappaaaaaapaaaaaapaaaaaaaaapaaaaapapaaapaaaapaaaapppaaaapaapaapaaaaaaapaaaaapaaaaaaaaaapaaaaapapaaapaaaaapaaapaaaaaappaaaapaaaaaaaaaappaapapaaaaaaapaaaaapapapapaapapaaaaaappaaaappapappaaaaaappappaapaaaaaaaaapaaaaapapaaapaapaaapaapaaaaaappppaappaaaaaapaappappaappaaaaapppaaapapaaapaapaaaaaapaaaaapppppaapapaaaaappappappaaaapaaaapaaaaapapaaappapapaaaapaaapaappaaapppapaaaappappappaapapaaaappaaaapappaapaapapaaappaaaaaapppppappaaaaaappappapppaaappaaappapaapppaaapaapaapapaaaaapapppppppppaappaappappapppappppppappaapapapaaapaapaaappapaaaaappppppappaapappppappapppapppppaappppappappaappppaaaaaapapaappppppppppaappappppppppppapppppappppapppapappppapapappapppapa
12,47,16,10,4,5,5,9,4,4,2,3,5,6,8,10,11,11,11,11,14,11,17,17,21,22,25,28,31,38,paaaaaaaapaaaapaaaaaaaaaaaapaaapapaapaaaapaaaaapaaapaaaapaaaapaaaaaaaapaaaapaapapaaapaaaapaaaapaaaapaaappaaaapaaaaaaapaaaapaapapaaaapaapaaaaapaaaaapaapaaaapaaaaaaaapaaappaapaapaaaapaapaaaapaaapaaaapaaaaaapaaaaaapaaapaaapapaaaaapaaappaapaaapaaaapaaaappaaaaaaapaaaapaapapaaaaapapaaaaaapaapapaapaaaaapappaaaapaaapapapapaaaaapapaaaaapaaapaaaapaaaaaaapaaaaapaaaapaapapappaaaapaaaaapapapapaappaaaapaaapaaapaaapaaapapappaapapaaapapaaapappapaaaaapppaaaaapaaappaapaapapaapapapaaappappappappaaappppapaaapaaaapaapapappaapapaaaaapppapappapaaaappppaaaaapppaapaapapaapaapapapaappppppappappaaappppappaapapappaapappppaaaaaaaaappppppappppppaappppapaaappaappaapappppaapappaaaapppppappappapappppapppappppapaapappapaapapppaappppppappappapppppppppapppppppppppppppaapppppaaa
13,52,16,10,7,6,9,3,5,1,8,5,5,3,5,10,10,12,10,12,10,15,16,20,20,24,23,30,39,37,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaapaaaapaaaapaapaaaaaapaaaaapaaaaaaaapaapaaaapapaaaaaaapaaaapaaapaaapaaaaaapaaaaapaaaaaaaapapaaaapapaaaaaaapaaaapaaapaapaaaaaapaaaaaapaaaaaaaaapapaaappapaaaaaaapaaaapaappapaaaaaapaaaaaaapaaaaaaaapapaaappaaaaaaaapaaaapaaapaapaaaaaaaapaaapaaaaaaaaapppaaaapapapaaaaapaaaapaaaapapaaaaaapaaaaaapaaaaaaaaappaaaapaaaapaaaapaaaaaapapaaaapaaaapaaaaaapapppaaaappapaaappaaaapaaaaapaapaaapaapaapaaapapaaaapaaapaaaapppaaaapapaapaaapaaaapaaaappapaaaaaapapaaaapppapaaaappppaaapapaaapaaapapaapaapppapaappaapapaaaappapaaaaappppaaapaapaaaaaapapappaaapappaappaappaaaapppppppaaappppaaappaaaaaaaapaaaapappppapapppaappppaapppappaaaappppaaapaaaaapaaapaaaapaaappapapppaapppaaapppppppaapppppaaapppaapapaapapaapaaappppapppppppppppppppappppappppppapppaapppaapappapaaappppappppapppaapppppppppppppppappppaapapapppapappaaappa
14,49,16,10,7,8,6,5,5,3,3,5,3,4,8,11,10,10,10,10,12,14,14,20,18,29,27,32,35,36,paaaaaaaaaaaaaaaaaaaapaaaapaaaapaapaapaaaapaapaaapaaaaaapaaaaaaapaaaaapaaaaapaaaapapaaappaaapapaaapaaaaaaapaaaaaapaaaaapaaaapaaaaapapaaaaapaapapaaapaaaaaapaaaaaaapaaaaapaaaaaapaapaapaaapaaaapaapaaapaaaaapaaaaaaapaaaaapaaaaapaaaaappaaapaaaapapaaapaaaaaaapaaaaaapaaaaapaaaaaapaaapapaapaaaaapapaaaaapaaaappaaaaaapaaaaapaaaaaapaaapaapaapaaaapappaaaaapaaapaaaaaaappaaaappaaaaapaaapapaaaaapaapppapapaaaaaapaaaaaaapapaaapaaaappppaaapapaapaaaapapaaapaapaaapappaaaapppaaapaaaapapaaapppaappaaaapapppapapapaapaaaaaaapppaaapaaaapapaaappppapaaaaapappaapappppppppapaaappapaapapaaappaaapppaappappapppppapaaapapppppppaappappappppapppaappapaappaaaapapaaapapppppppaappaappappapapppppppaapppapapaaapppappapapppappppppapappapappaapppppaapppppapppaapppppappapppapppppppapppappapappppppapappppaapppapppppaa
15,56,16,10,6,5,7,6,7,4,8,5,3,5,6,10,10,10,12,15,11,13,15,19,24,31,36,36,39,41,aaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaapaaaaaaapaaaapaapaaaapaaaaapaaaapaaaaaaapaaaapaaaaaapaaaapaaaaaapaaaapaaapaaapaaaaapaaaaapaaaaapaaaaaapaaaaaapaapaaaaaaapaaaapaapaaaapaaaaapaaaaaapaaaapaaaaapaaaaaaaapaaapaaaaaapaaapaaaapaaapaaaapaaaaaaapaaapaaaaaapaaaaaapaaaaapaaaappaaaapapaapapaaaaapaaaapaaapaapapaaaapaaaaaapaaaaappaaappaaaapapapaapaaaaapaaaaaaapaaaaapaaaapaaaaapaaaaaaapaaapaaaapappaaaappaaaapaaaapaapaaapapaaaapaaaaapaaaaaapaaaaaapaapaapaaaapapaaapaaaapaapaaapappaaapaaaaapaaaaapaaaaaapaaaaappapaappaaaappaaapappaaaaapaaaapaaaaapappaappaaaappaaapappaaaappppaappaaappppaaapapaaaapaaaaaappaaapapaaappapappaaapappppapappppppppppaapppapappaaaaaappaaappapaappaappaapapaapppppppppappappppppppppappppaaapppaaappaappppaaapaaaaapapppppppppaappppppapppaaapppaaaappapapppaapappaaapappappppppppapppapppppppapppapppppappappapaapppaapppaappappapaapppppppppapppppppappppppppppaapppappapapaapppaappapaapap
16,53,16,10,8,9,2,4,5,6,5,6,5,3,6,10,10,10,11,13,16,13,18,20,24,28,32,35,40,39,aaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaapaaaapaaaaapaaaapaapaaaaaaapaaaaaaaapapaaapaaaapaaaaaapaaaapaaaapaaaapaapaaaaaaaapaaaaaaapaapaapaaaaapaaaapaaaaapaaaaapaaapaapaaaaaaaaapaaaaaapaaapaapaaapaaaaapaaaaaapaaapaaaaapaapaaaaaaaaapaaaaapaaapapaaaapaaaaapapaapaaaaapaaaapaaaapaaaaaappaaaaaapappaappaaapaaaaapaaaapaaaaaaapaaapaapaaaaaaapaaaaaaapapapapapaappaaaapaaaaapapaapapaappaappaaaaaapaapaaaapaaapapapaapaaaaaaapaaapaaaapaaaapaapapaaaaaapapppaaapappaapaaaappaaaapppaaapaaaaaaapapaapaaaaaaappppapaaapappaapppaapaaaaapaaaappaaaapappapaappapppaaappaapaaapapppapppaappaaaapapaapppaaapaaaaaapppppaaaappppappaapapppapppaapppaaapapaaapaapapappaapapppppaaappppppppapapppppppaaappaaapapaapapaappapaappappppapaappppppppapppppapppaappppaapappappaaappapapapapppppppppppppppaapppppappppapppapppapaapppaaapappapppppppppppppppppppppppppppppppappaaapaappppaaaapaapappa
17,54,16,10,7,6,9,5,6,8,2,4,1,6,7,10,10,12,11,13,14,15,16,24,23,27,31,33,33,43,aaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaapapaaappaaaaapaaaaaapaaaaapaaaaaaaapaaaapaaaaaapaaaaaapaapaapapaaaaapaaaaaapaaaapaaaaaaaapaaaaapaaaapaaaaaaapaapaapaapaaaapaaaaapaaaaaapaaaaaaaapaaaaapaaaaappaaaapaapaapppaaaappaaaaapaaaaaaapaaaaaaapaaaaapaaaaaapaaaapaapaapaaapaapaaaaaaaapaaapaaaaaaaapaaaaapppaaapaaaaaapaappapapaaaapaaaaaaapaaaaapaaaaaaapapaapppaaaaapapaaapapaaapaapaaapaaaaaapaaaaappaaaaaaappaaaaappaapaapaaaapppaaapapaaaappaaaaappaaaappaaaaaaappaaaapapaaapapaaaapaapaapapaaaappaaaaappapaappppaaaaapaapaapppaappaapaaapappaappppaaapppaaaappaaaappaapppaappaaappapaappapaaaapaapaapapaapapppaaaappppaapppapaaaappapapppppaaaapaaaapappappppaaaappppaaapppppappppapppappaaapppppapaapaaaapappaapppaaaapppapaappppppppppaapaappppappppapaaaaappapappaapppaapappppppappppaappppaapaappapapppppaapapppaapappaapapapaappapppppppppapppppappppppppppppppapapappppappaapappapp
18,54,16,10,9,5,8,10,5,2,5,5,2,3,5,10,10,11,10,15,12,12,18,21,22,21,27,37,36,45,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaapaaaapapaapaaaaaaaapaaaapaaaaaaapaaaaaaaaapaaaapapaaaapaaaapaapaapaaaaaaapaaaapaaaaaaaapaaaaaaaaapaaapaapaaapaaaapaapapaaaaaaaapaaaapaaaaaaaaapaaaaaaapaaaappaapaapaaaapaapapaaaaaaaapaaaapaaaaaaaaaapaaaaaapaaaapapaaaaapaaapapaappaaaaaaapaaaappaaaaaapaaaaaaaaapappapppaaaaaapaapaapapaaaaaaaapaaaaapaaaaaapaaapaaaaaaaapaapapaaaaapaapappapaaaaaaaapaaaappaaaaaapaaaapaaaapaaaaapapaaaaapaapaapappppaaaaapaaaappaaaaaapaaaaapaaapaapapppaaaapapaapaapappaapaaaappaaappaaaaaapaaapaaaaapappappppaaappapapapaapppaaaaaappaaappppaaaapappaaaaaapaapapapapaapapaapappapppaaaaaapaaaappapaaaapaaaapapaappapapappaaapaapappapappaaapaaapaaaappaaaaaapaapaapppppppppppppaaapapaapappppppppapppppppapppppaaapappppappappppapppapaapapaapappapppappaaapppaappappppapapapppppapppppppppaaappppapaapappppppppapppapppappppppapppppppppppppppppapppapappappa
19,57,16,10,6,6,7,7,8,3,6,4,4,6,5,10,10,10,13,13,13,17,19,22,19,24,27,31,39,40,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaaaaapaaapaaapaaaaapaaaaapaaaaapaaaaaapaaaaaapaaaaaaaapaapaaaapaaapaaapaaaaapaaaaapaaaaapaaaaaapaaaaaapaaaaaaapaaapaaaapaaapaaaapaaaapaaaaapaaaaaapaaaaaapaaaaapaaaaaaapaapaaaaapaaapaaaapaaaaapaaaappaaaapaaaaaappaaaaaapaaaaaapaapaaaaapaaapaaaaappaapaaaaapaaaaapaaaaaappaaaaaapaaaaaapaapaaaaaapaaapaapppaaapaaaaaaapaaapaaaaaappaaaaaapaaaaaapaappaaaapaaapaaaaaappappaaaapaapaapapaaaapaaaaaapppaaaaapaaappaaapaaapapapaaaaapaaaaapaappappapaaappaaaaaapaaaaaapaappaaaapaaaaaapppppaappaaaapaaaapppaaaaappppaaappapaaaappappaaaapaaapaaappaaapppaaaapaapappapapaapaaaaaappaaaaaapaappaaaapaaapaaapappaappaaaapaapappppappappappaappaaaaaapaappaaaapaaapaaappapaappaaaappappppppaaaappapaaappaapaaapaappapaapaaappapppapaapppaaapaappppppappappppppappaaapaappaappapapaaappaapaapaapppppappappppapppaapppppppppaapapappappaapppaaappaappppapppppappaappppppapapppapapppppppaapppppaaaaapappppapppppap
20,56,16,10,4,6,7,6,8,6,4,6,2,7,5,10,11,12,10,14,13,16,15,16,24,24,32,33,37,43,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaapaaaaapapaaaaaapaaapaaaaapaaaaaapaaaaapaaaaaaaapaaaaapaapaaaaapaapaaaaapaaaapaaaapaaaaaapaaaaaapaaaaaapaaaaaaapappaaaapaapaaaaapaaaapaaaapaaaaaaapaaaaaapaaaaapaaaaapapapapaaapaapaaaaapaaaapaaaapaaaaaaaapaaaapaaaaaapaaaaaapaapaaaaaappaaaaaapaaappaaaapaaaaaaaapaaaapapaaaapaaaaaaapapaaaaappappaaaapaaapaaaaappaaaaappaaaapaaaaaaapaaaaapaaapaaaaappaaapaaapaaappaaaapaaaaaapaaaaappaapaaapaaaaapaaapaapaappapapaaapaaapaaaaappaaaaappaaaaapaapaaapapaaapapapaaaaapapaaaaaapaaappaaaapppaaaapapaaaaaapppaapaaaaapaaaapaaaapaapaaaaapaaappaaaappppaaapppppappaapaaapaapaappaapaaaaapappapaaapaaapppaaappaaaaappppaaappapaaapaaapapapappapaapppaaapaapaaappaaaapppppaappappaappppppapapapppapappaapaapppaappappaappaaaappppapapppppapppppppppappaapaaappaaaappaaapapppapappppppppppaaapppppapppppppapapaaapppppaaaaappppppaaapapppppaaappppappppppppppppppppppappapppappaapppppppaapa
21,47,16,10,8,5,4,7,6,4,3,3,3,4,5,10,10,10,11,15,12,15,17,17,23,26,27,31,33,37,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapaapaapaapaaapaaaaaaapaaaapaaapaaaaaapaaaaapaaapaapaaapapaaaapaaaaaapaaaaapaaapaaaaaapaaaapaaapaapaapaapaaapaaaaaaapaaaapaaapaaaaaapaaaaaapaapaapaapaaapaaaapaaaaapaaaaaapapaaaaaaaapaaapapapaaapapaapaaaaappaaaappaaaaappapaaaaapaaaaapaaapaappapaapapaaaapaaaapaaaapaaaapaaaaapapaaapaaaapappapaaapaaapaaaaaappaaappapapaaaaappaaaapaappaapaapaapaaaaappaaaapaaaapaaapappaaapppaaapppapaapaapaapaaaapppaaaappaaapapppaaaaaapppaaapaaapaapaapaapaaapppppaaapappappapppaaaaapppaaappaapaapaapaappaappppaaaapappappppppaapaapppaaapaaapappaappppaapppppapaappapapappppaapaapppaaapppapaapaappappappppppppappapppappppaappappppaapaaapaappapppppaapppppppapppppppppppaappapppapappaapaapappapppaappppppppppppapppppppapappppapppapappappappppapa
22,53,16,10,5,8,7,6,8,3,2,5,6,3,5,10,11,11,10,13,13,16,19,21,20,25,29,33,35,35,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapapaaaapaaaaapaapaaaapaaaaaaapaaaaaapaaaaapaaaaaaaapaapapaaaapaaaapaapaaaapaaaaaaapaaaaaapaaaaapaaaaaaaapapaapaaaaapaaaappapaaaapaaaaaaapaaaaaapaaaaappaaaaaapapaapaaaaapaaaaapaapaaapaaaaaapaaaaaapaaaaaaapaaaaaapapaapaaaaaapaaaappaaaaaapaaaaaaapaaaapaaaaapaapaaaaapappapaaaaapaaaapppaaaappaaaaaapapaaaapaaaaapaaapaaaapapaapaaaaapaaapaappppapppaaaaaaapaaaaapaaaapapaaaaaapapaapaaaapaaaaaappapaapppaaaaapapaaaappaaaapapaapaaaappaaapaaaapapaapppppapappaaaaaaapaaaappaaaapapappaaapapappaaaaaapappappppaapppaaaaapappaaapapaaapppapaaaapapaapaaaaapaaaaappppaappppaaaapapppaappaaaapppaaaaaapapapppaaaapppaaappppaapppappaapapapaapppaaappppappaapapappaaaapapapapppppappppapppapappppappppaapppappaaapapaapppaappapaaapppppppppappappappppapppaaappppppppapapappaaaappaapaapppppppppappappappppppppappppppppaaapapaapaapaapapaaap
23,59,16,10,7,6,9,6,3,7,5,6,6,4,5,10,10,10,11,12,12,14,17,20,26,26,30,27,37,45,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaapaaaaapaaaaapaaapaaaaaapaaaaapaaaaaaaapaaaaapaaapaaaaapaaaaapaaaaapaaaaapaaapaaaaaapaaaapaaaaaaaapaaaaapaaapaaaaapaaaaaapaaaaapaaapaaaapaaaaaaapaaapaaaaaaaaapaaaapaaaapaaaapaaaaaapaaaaaapaaaapaapaaaaaappaaapaaaaaaaapaaaaapaaaaapaaapaaaaaapaaaaapaaaaaapapaaaaaapapaappaaaaaaapaaaaapaaaaapaaapaaaaaapaaaaapaaaaaappaaaaaaapapaapaaaaaaaaaapaaapaaapapaaaapaaaaapaaapaaaaapaaaapaaaaaapaaaapapaaaaaapaaaaapaaaaapaaapaaaaaapaaaappapaaappapaaaaapappaappaaaaaaappapaapaaaaappaapapaaaapaaaaapaaapaaappaaaaaapppaappaaaaaaappaaaapaapaaapaapapaaappaaaappaaappaappaaaaappppaappapppaaappaapapaapaapapapaapaaaapaapappaaapapapaaaaapppppappppapaaappaaaapaaaaaappapaappaapapaapppaapaappppaaaapppppappapppaaappaapapaapaaappapapppaapaaapapaappaapppapaaapppppappapppaaappaaaapaappaaapppaaaaappapaappaaaaapappppaaappppppppppppppappapapppappapapapaaaaaapaapppppaapapappappppppppppppppppappppppappppppappaapaaaapppapappppappapp
24,50,16,10,8,6,7,5,6,3,2,1,6,6,7,10,10,10,10,10,14,15,17,17,22,21,22,33,38,35,paaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaapappaaaaapaaaaaapaaaaaaapaaaapaaaaaapaaaapaaaaapaapapapaaaaapaaaaaapaaaaapaaaaapaaaaaaapaaapaaaaapaapapapaaaaaapaaaaapaaaaaapaaaaapaaaaapaaaapaaaaapaapapapaaaapaaaaaaapaaaaaapaaaapaaaaaapaaaapaaaaapaapapapaaaaaaapaaaapaaaaaapaaaaaapaaaapaaaapaaaaapaapapapaaaapaaaaapaapaaaappaaaapaaaaaapaaaappaaaapaapapaappaaapaaaaaappaaaaappaaappapaaapaaaapaaaaapaapapppaaaaaapaaaaapppaaappaaaaaaaappappaaapapaaapaapapapaapaapaaaapapaaaaappapaapppaapappaaapaaaaapaapapaaaaapapaaaapapppaaappapaapppaapppaaaapaapaapaapapapppaaapaaaapppppaaappapaapppaapapapaapaaaaapaapapapapaaapaaaappppppaappapaappaaapappaaapaaaaapaapapapapaaapaapapppppaaappppaappppapappaaapppppappapapapppaappppappppppppappppppppppappppappppppappaapapapppaaappppappppppapppppaapppppppppappppappapapppppapaaappaaaa
25,53,16,10,6,6,7,7,8,5,4,4,2,4,7,10,11,10,10,12,13,14,15,16,24,25,23,32,34,37,paaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaapaaapaaapapaaapaaaaapaaaaapaaaaaapaaaaaapaaaaaaaapaaaapaaapaapapaaapaaaaapaaaaapaaaaaaapaaaaaapaaaaaapaaaaapaaaapapppaaapaaaaapaaaaapaaaaaaaapaaaaapaaaaaaaapaapaaapaaapapaaapaaaaaapaaaapaaaaaapaaaaaapaaaaaaapaaaaapaapaaapaapaapaaaaappaaaapaaaaaapaaaaaappaaaaaapaaaaaapapaaapapaaapaaaaappaaaapaaaaaapaaaaaappaaaaaapaaaappaaapaapapaaapaaaaapaaaaapppaaaapaapaaaapaaaaaapaapapaaaapaapaapaapaaaaapaaaaapappaaapapaaaappaaaaaapaapapaaaaaappapaaappaaaapapaaapapaaaapaaaaaaapaaaaaappaaappaappaapapaaapapaaappapaapappaaapappaaappaaaaaapppaappapppaapappaapaapaappaapapapppaapppaaaappaaaaaappaaapapappappppapapaaaaappapaapppapaapppaaaapppaaaaappaaapaaapaaappppappaappappapppppppppapppaaaapppppaaappaappppapaaapapapapaapaappapapppppaappppppaapppappaappaappppappapppppaapappapppapappppppappppappppppppapppppaappaappaapappaa
26,50,16,10,10,5,8,4,7,4,3,2,5,2,6,10,10,11,12,11,10,13,14,17,17,23,23,28,35,41,aaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaapaapapaaaapapaaaaaaaaapaaaapaaaaaaapaaapaaaaaaapaapaaappaaaapaapaaaaaaaapaaaapaaaaaaapaaapaaaaaapaaapaapapaaaapaaapaaaaaaaapaaaapaaaaaapaaaapaaaaappaapaapapaaaaapaapaaaaaaapaaaaapaaaaaappaaapaaaaaappaapaappaaaapaapaaaaaaaapaaaaappaaaaapaaaapaaaaaapaapaapapaaaapaapaaaaaaaapaaaaapaaaaaapaaaapaaaaapaaapaaapapaaapappppaaaaaapaaaaapaaaaaapaaaapaaaaaaapapaapapaaaapappaapaaaaapaaaappaaaaaapaaaapaaaaaapapapapaapaaapaappaaaaaaapapaapaapaaaapaaaappaaaaappapaapappaaappppaaapaaaapaaaappaaaaaapaaaapaaaaaapapppapapapaapppppapppaaapaaaappapaaaapapappaaaaappapppapaapaaapppppappaaaapaaaappappaaappaapppaaaappaapaappppaaapappppppppaapappappapapaappaapppppaaapaapaapappaaapapppppppapppapaappapapppppaappppppappaappapppppaapappppppppaapapapppapappapppppppppppppappppppapppppp
27,53,16,10,5,4,6,5,7,2,8,4,6,6,7,10,10,10,13,12,12,14,15,18,24,23,26,27,34,36,aaaaaaaaapaaaaapaaaaaaaaaaapapaaaaaaapaaapaaaaapaaaaapaaaapaaaapaaaaapaaapaaaaaaapapaaaaaaapaaapaaaapaaaaapaaaaapaaaapaaaapaaapaaaaaapaapaaaaaaapaaaapaaapaaaaapaaaapaaapaaaaaapaaapaaaaaapaapaaaaaaapaaaapaaaapaaaapaaaappaaaapaaaaapaapaaaaaapappaaaaaapaaaaappaaaapaaapaaaaapaapaaaaaappaaapaaaaapaaapaaaaapaaaappaaapaaaaapaaaaapaaaapaaappaaaaapaaaapaapaaaaaaapaaaaaapappaaaappaaaapaapaaaaapapaaapaaaaapaaapaaaaappaaaapaaappaaaapppaaapaapaapaaaapaapppaaaapapaaaaaaaapaaaapaaapaaaaappapappaappaaaaappaaappaaaaapapaaaaaappaaaapaaapapaaapppaappaappappappppapppaaaapaapapaaaapaaaappaaapapaaapppaappaapapaaapppaapppaaaapppppaaaaapapaaapaaapapaaapppaapppapapppapppaapppaaaappaaaappaappapappaaaaapaaapppaapppappppaappppapppppaappapaaaaaappaapapaaapaaaaappppappppppppaappppppppaapappppaaaapappaaappppapaapaappppppppappppapppppappppapppapppaaaapppaaaappappaaapp
28,54,16,10,5,7,5,7,8,4,3,4,8,3,6,10,10,12,10,13,11,13,16,18,24,20,27,32,35,41,aaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaapaapaaapaaaaaaapaapaaaapaaaaaaapaaapaaaaaapaaaaaaapaaapaaapaaapaaaaaaapaapaaapaaaaaapaaaaapaaaaaapaaaaaapaaapaapaaapaaaaaaaapappaaapaaaaaapaaaaaapaaaapaaaaaaappaapaaaapapaaaaaaaapapaaaapaaaaaapaaaaaaapaaaapaaaaaaaapapaapaaapaaaaaaaapapaaaapaaaaaapaaaaapaapaapaaaaaaaaapapaaapapppaaaaaaaappaaaapaaaaaapaaaaapaaaaapaaaaaaaaapapaaapappaaaaaaaaapppaaapaaaaaapaaaaapaaaaappaaaaaapapapaapaaaaapaaaaaaapppaaapaaaaaapaaaaappaapapaaaaaaapapapaapaaapaappaaaapapppaapaaaaaapppaapaaapaapaaaaaaapaapppaapaaaaaappaaapappaaappaaaaappapapppapaapappppaaaapappppaaapaaaapaaapappaaapaaaaaapaaaaapppppapaaaapaapaaappappappaaapaaaapappppppppaaaapaaaappppppappppaaaapaaapaappaappaapaaaaappppaappappaappaaappppppappppapaappaapappppappaapaaaapppppaapppappapppppppppppappappppapaappaappaappaaaapaapppppaapppapppppppapppppppppapappppapappapppppppaapapapp
29,52,16,10,5,5,7,7,9,3,6,5,2,3,6,10,10,12,13,11,13,17,19,25,23,24,31,31,36,43,aaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaapaaaaapaaaapapaapaaaapaaaapaaaaaaapaaaaapaaaaaaaaapapaaaaaapaaapaapapaaaapaaaaapaaaaapaaaaaapaaaaaaaapaaapaaaaaapaapapaapaaaapaaaaaapaaaapaaaaaapaaaaaaaaapapapaaaapapaappaapaaaappaaaaapaaaapaaaaaaapaaaaaaappapaaaaaaapaaapppapaaaapaaaaaaapaaapaaaaaaaapaaaaaapaapaaaaaaaapapppaaapaaaappaaaapapaapaaaaaaapaaaaaaapaapaaaaapaaappapaapaaaapapaapapaaaapappaaaaapaaaaaapaapapaaapapappapaapaaaapaaaaaappaaapappaaapappaaaaapapapaaaapapappppaappaaapapaapapapaapapppaappppppaaappappaaaaaapappapaappaaapapaapappapapappapapapaaappapaaaappaapaaaapppaappaaapppaaaapppaapappaappppppaapapappaaaaaaaaapappaapppaapppaappppppapappaaappppapapppaapaaaaapapapppppappapapppaapappppapappapappppppapppaapapapaaaaappppaappapapppaapapppppppppappppppapaapppapapppapapappppaappapppppppppppppappppapappppppapappapppppppppappppap
30,51,16,10,9,5,6,6,3,4,3,5,4,6,5,10,10,11,11,11,14,13,16,24,18,20,28,30,31,43,aaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapaapaaaapaaapaaaaapaaaaaaaapaaaapaaaaapaaaaapaapaaaapaapaaapaaaapaaaaapaaaaaaapaaaapaaaaapaaaaapaapaaapaapaaaapaaaaapaaaaapaaaaaapaaaaapaaaapaaaaapaapaaapapapaaaapaapaaaaaapaaaaaaapaaaaapaaaapaaaaapaapaaapaappaaapaaaapaaaaapapaaaaapaaaapaaaaapaaaaapaaapaapaapaaaapaaaapaaaaaappaaaaappaaaaapaaaapaaaapaapaaaapapaaaapapapaapaaappaaaaaaaapaappaaaapaaaaapaapaaapaaaapaapapaapaaaaapappaaaapaaaapaaaaapaaaaapaappaapaapaapapapaapaapaapappaaaapappappppaappaaaapaappaapppppapapaaaapapaaapppaaaaapapaapppaaappppaapaapaaaapapaaaapaaaapaaaaappppaaaapppaapppaaappaaaapaapaaapaapaaaapaaappaapappppppaaapappppppapapppaaapaappaapaappaaappaappaaapappppppaappppappppaappappappappaapaappaaapappappaaappppppapapapppppppaappappapaappaappppaaaappaappaapapppppppapppppappppppppppappappapppppppapppppapppppa
31,57,16,10,8,6,4,10,8,4,4,3,4,6,5,10,10,11,10,11,13,13,18,19,25,22,28,34,44,43,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapaaapaapaaapaaaaapaaaaaaapaaaaapaaapaaaaaaaaapaaaaaaaapaapaaapaapaaaapaaaapaaaaaaaapaaaapaaaapaaaaaaaaapaaaaaaapaaapaapaaapaaapaaaapaaaaaaaaapaaapaaapaaaaaaaaaaapaaaaaappapaaapaapaaaapaaaapaaaaaaaapaaaapaaaaapaaaaaaaaapaaaaaaaappaaapaaaapapaaaaaapaaaaaaaapaaapaaapaaaaaaaaaaappaaaaapaapaaapaaapaaapaaaapaaaaaaaapaaaapaaaappaaaaaaaaapaaaaaaapppaaappaapaaaapaaapaaaaaaaapaaaapaaapaaaaaaaaaappaaaaaaapapaaapaappaapapaaappaaaaaaappaaapaaappaaaaaaaaappapaaappaappaapaapaaaappaaapppaaaaaapaaaapaaappapaaaaaaapppaaaaaapaappapapapaaappaaapaapaaaaapppaappaapppappaaaappppaaaapaapppaapappapaaapaaapaaapaaaappppapppappaaappaaaapppaaaaaapappaapaapaaaapaaaappapapaappppaappaappaaaapaaaapppaaaaapppppaapaaapappapppapppaaaaappppaapapapppapppppapppppaaapppppppapaapppapaaaaappappppppppappppppppppppppppappppppapppappaappapapappapaappaaapppappppppppppppppppppppppppaapppppppappaappaappaaap
