suffix,H,theta_k,K,T,m,J_0_0,J_1_0,J_2_0,J_3_0,J_4_0,J_5_0,J_6_0,J_7_0,J_8_0,J_9_0,J_0_1,J_1_1,J_2_1,J_3_1,J_4_1,J_5_1,J_6_1,J_7_1,J_8_1,J_9_1,J_0_2,J_1_2,J_2_2,J_3_2,J_4_2,J_5_2,J_6_2,J_7_2,J_8_2,J_9_2,J_0_3,J_1_3,J_2_3,J_3_3,J_4_3,J_5_3,J_6_3,J_7_3,J_8_3,J_9_3,J_0_4,J_1_4,J_2_4,J_3_4,J_4_4,J_5_4,J_6_4,J_7_4,J_8_4,J_9_4,J_0_5,J_1_5,J_2_5,J_3_5,J_4_5,J_5_5,J_6_5,J_7_5,J_8_5,J_9_5,J_0_6,J_1_6,J_2_6,J_3_6,J_4_6,J_5_6,J_6_6,J_7_6,J_8_6,J_9_6,J_0_7,J_1_7,J_2_7,J_3_7,J_4_7,J_5_7,J_6_7,J_7_7,J_8_7,J_9_7,J_0_8,J_1_8,J_2_8,J_3_8,J_4_8,J_5_8,J_6_8,J_7_8,J_8_8,J_9_8,J_0_9,J_1_9,J_2_9,J_3_9,J_4_9,J_5_9,J_6_9,J_7_9,J_8_9,J_9_9,J_0_10,J_1_10,J_2_10,J_3_10,J_4_10,J_5_10,J_6_10,J_7_10,J_8_10,J_9_10,J_0_11,J_1_11,J_2_11,J_3_11,J_4_11,J_5_11,J_6_11,J_7_11,J_8_11,J_9_11,J_0_12,J_1_12,J_2_12,J_3_12,J_4_12,J_5_12,J_6_12,J_7_12,J_8_12,J_9_12,J_0_13,J_1_13,J_2_13,J_3_13,J_4_13,J_5_13,J_6_13,J_7_13,J_8_13,J_9_13,J_0_14,J_1_14,J_2_14,J_3_14,J_4_14,J_5_14,J_6_14,J_7_14,J_8_14,J_9_14,J_0_15,J_1_15,J_2_15,J_3_15,J_4_15,J_5_15,J_6_15,J_7_15,J_8_15,J_9_15
_1,16,1.0,10,inf,0.00075,0.10890021863740422,0.10890021863740422,0.10890021863740422,0.10890021863740422,0.10890021863740422,19.891099781362595,19.891099781362595,19.891099781362595,19.891099781362595,19.891099781362595,2.213995128151297,2.213995128151297,2.213995128151297,2.213995128151297,2.213995128151297,29.483868721070984,29.483868721070984,29.483868721070984,29.483868721070984,29.483868721070984,8.677279321451952,8.677279321451952,8.677279321451952,8.677279321451952,8.677279321451952,41.56044930873964,41.56044930873964,41.56044930873964,41.56044930873964,41.56044930873964,22.857470612563585,22.857470612563585,22.857470612563585,22.857470612563585,22.857470612563585,56.76396349813588,56.76396349813588,56.76396349813588,56.76396349813588,56.76396349813588,50.28741503629864,50.28741503629864,50.28741503629864,50.28741503629864,50.28741503629864,75.90405385973996,75.90405385973996,75.90405385973996,75.90405385973996,75.90405385973996,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,186.6436395750258,186.6436395750258,186.6436395750258,186.6436395750258,186.6436395750258,130.33499891719703,130.33499891719703,130.33499891719703,130.33499891719703,130.33499891719703,333.8527863811117,333.8527863811117,333.8527863811117,333.8527863811117,333.8527863811117,168.52449992080474,168.52449992080474,168.52449992080474,168.52449992080474,168.52449992080474,579.6121079090092,579.6121079090092,579.6121079090092,579.6121079090092,579.6121079090092,216.6022331979854,216.6022331979854,216.6022331979854,216.6022331979854,216.6022331979854,984.7861755982956,984.7861755982956,984.7861755982956,984.7861755982956,984.7861755982956,277.1285133620904,277.1285133620904,277.1285133620904,277.1285133620904,277.1285133620904,1646.6734144579452,1646.6734144579452,1646.6734144579452,1646.6734144579452,1646.6734144579452,353.32658554205483,353.32658554205483,353.32658554205483,353.32658554205483,353.32658554205483,2720.53210998309,2720.53210998309,2720.53210998309,2720.53210998309,2720.53210998309,449.2542749391381,449.2542749391381,449.2542749391381,449.2542749391381,449.2542749391381,4453.752782203339,4453.752782203339,4453.752782203339,4453.752782203339,4453.752782203339,570.0200808158254,570.0200808158254,570.0200808158254,570.0200808158254,570.0200808158254,7240.088188360152,7240.088188360152,7240.088188360152,7240.088188360152,7240.088188360152,722.0552227097854,722.0552227097854,722.0552227097854,722.0552227097854,722.0552227097854,11705.690763278059,11705.690763278059,11705.690763278059,11705.690763278059,11705.690763278059,913.4561263258278,913.4561263258278,913.4561263258278,913.4561263258278,913.4561263258278,18845.58441227157,18845.58441227157,18845.58441227157,18845.58441227157,18845.58441227157,1154.4155877284297,1154.4155877284297,1154.4155877284297,1154.4155877284297,1154.4155877284297
