subset_name,rho,H,theta_k,m,T,K_lingga,K_durian,K_sebangka,K_temiang,K_ngenang,K_tinjul,K_momoi,K_akar,K_remang_besar,K_panggal_sedang,K_remang_kecil,K_sambu_kecil,K_malang,K_paloi_besar,K_panggal_besar,K_sepatu,K_nipong,K_panggal_kecil,K_sayap,K_matang_cilik,K_telor_besar,K_telor_kecil,K_paloi_kecil,J_lingga,J_durian,J_sebangka,J_temiang,J_ngenang,J_tinjul,J_momoi,J_akar,J_remang_besar,J_panggal_sedang,J_remang_kecil,J_sambu_kecil,J_malang,J_paloi_besar,J_panggal_besar,J_sepatu,J_nipong,J_panggal_kecil,J_sayap,J_matang_cilik,J_telor_besar,J_telor_kecil,J_paloi_kecil
survey_only,1700,23,1.2927321958055376,0.0036105103995363757,inf,11,9,4,5,13,22,8,13,12,11,11,10,9,9,8,8,7,7,6,4,3,2,1,732939.0506,14863.3873,208706.4007,50299.574499999995,2363.6340999999998,177.78599999999997,2167.5561000000002,168.12150000000003,145.3551,16.5206,80.7704,97.784,54.47990000000001,35.0081,69.50619999999999,17.231199999999998,16.4747,1.231582,14.415999999999999,72.2806,8.075,4.4182999999999995,6.623200000000001
