sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_niche_8,no_spp_niche_9,no_spp_niche_10,no_spp_lingga,no_spp_durian,no_spp_sebangka,no_spp_temiang,no_spp_ngenang,no_spp_tinjul,no_spp_momoi,no_spp_akar,no_spp_remang_besar,no_spp_panggal_sedang,no_spp_remang_kecil,no_spp_sambu_kecil,no_spp_malang,no_spp_paloi_besar,no_spp_panggal_besar,no_spp_sepatu,no_spp_nipong,no_spp_panggal_kecil,no_spp_sayap,no_spp_matang_cilik,no_spp_telor_besar,no_spp_telor_kecil,no_spp_paloi_kecil,presence_absence_matrix_cols_isles_concatenated
1,127,23,11,12,10,16,13,14,10,10,12,8,17,5,114,45,41,37,25,18,24,13,11,12,10,8,9,10,9,8,7,0,6,5,3,2,1,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaapppppppppppppppppaaaaapppppaapaaaapppapaaaaappppppppaaaaaaaapppappaaaaaaappppapapaaaaaaaaaaaaaaaappppaaaaaappppppapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppapaaaaappappppaaappppaapapapppppppapaaappppppppaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaapppapaaaaapppapppaapaaaaaapppaaaaaaaaaappppppaaaaaaaappaappaaaapappaaaaaappapaaapaaaapppaapppaaaaaaaaaaaaaaaaaaaaaapppapaaaaaaapapaaaaaaapppaaaaaaaaaaaaapaaaaaaaaaaaapppaapaaaaaaaapaaapaaaaapaapaaaaaappappaaaaaaapapaaapaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaappaaaaaaaappaaaappaaaaaaaapaaaaaaaaaaaappaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaapaappaaaaaaaaaaaaaaaaaaapppapaaaaaaappaaaaaaaapppaaapaaaaaaaaapppaaaaaaaaaapppaapaaaaaaaapaaaaaaaaappapaaaaaappaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaappaappaaaaaaaaaapaaaaaaaaaaaapaaapaaaaaaaapaaaaaaaaapaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaapaaaaaaaapaaaaaaaaapapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaappaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaapaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaapaaapaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
2,135,23,11,18,13,10,16,14,9,17,10,8,13,7,119,57,40,45,33,29,27,16,14,11,11,13,11,9,8,8,7,3,6,6,3,2,1,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppappppppppppppppppppppppppppppppppppppaaaaaaaapppppppppppppaaaaaaapppppappapaapaapappppppappaaaaapppappaaaapppaappaaaapaaaapppppppppaaaaaaaaaaaaaappppppaaaaapaaaaapppaappaaaaaaaaaaaaaaaaaaaaaaaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppppaaaaappppppapaapppppppaaaaaaaapapppaapaaaappppppaaaaaaaaaaaaaaapppppppaaaaaaaaaaaaaaaaaappppaapaaapaapppaapaaaappppapaaaaaaaaaapppppppapaaaaapppppaaaapppppppapaaaaaaaapppaaaaaaappppaappaaaaaaaaaaaaaaaaaaaaappppapaaaaaaaaaaapppppaaaaaaaapppaaaaaaappppaaaaaaaaaaaapaapaaaaaaaaaapapapaaaapappppaaaaaaaaaaappaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaapppapaaaaaaaapppaaaaaaaaapaaaaaapapaaaaaaappapaaaaaaapapapaaaaaapppaaaaaaaaaaaappaaaaaaaaapppaaaapapaaaaaaaaaaaaaaaaapapapaaaaaaaaaaaaapppppaaaaaaaapppaaaaaaapppapaaaaaaaaaaappaappaaaaaaaappppaaaaappaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapaaaaaaaaaaaaapapapaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaapaapaaaaaaaapappaaaaaappaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaapaaaaaaaaaaaaaaapappaaaaaaaaaapaaaapaaaapaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaapaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaapaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaaaaapapaaapaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapapaaaaaapapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaappaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaapaaaaaapaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
3,115,23,11,13,15,8,12,6,12,11,12,11,11,4,100,33,33,34,30,21,17,10,13,10,12,13,9,10,8,8,7,1,6,6,3,2,1,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaaaapppppppppppaaaapppapaaaaaaaappapppppaaaaaaappappaaapppppapapaaappaaaaaaaaaaaaaaaapppaaaaaaaappappapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaappppappaaaaappppaapaaaapppppapaaaaappppppppppaaaaaaaaaaaappppaaaaaaaaaaaaappapappaaaaaaaapapapapapppppaaaaaaappaaaapppaaaaaaaaapapaaaaaaaapppppaaaaaaappapppppapaaaaaaaaaaaaaaaaappaaaaaaaaaappppapaaaaaaaaapaaapaaaappapaaaaaaappaaaapppaaaaaaaaapapaaapaaaapppppaaaaaaappaaaappaapaaaaaaaaaaaaaaapppaaaaaaaaaappapaaaaaaaaaaapaaaaaaaapapaaaaaaaaapaaaaappaaaaaaaaappapaaaaaaapaaaaapaaaaaaaapaapaaaapapaaaaaaaaaaaaapaaaaaaaaaaappapaaaaaaaaaaapaaaaaaaapppaapaaaaaapaaaapppaaaaaaaaapapaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaapapaaaaaaaaaaapaaaaaaaappaaaaaaaaaapaaaapaaaaaaaaaaaaapaaaaaaaapaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapappaaaaaaaaaaaapaaaaaaaaaaapapaaaaaapaaaaaaaaaaapaaaaapaaaaaaaaaapapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaappaaaappaaaaaaaaaapapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaapaaaaaaaapaaaapapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaapaaaaaaaaaaaaaaaaaapaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
4,125,23,11,11,15,10,18,13,11,7,13,9,10,8,108,40,40,32,28,21,16,10,11,10,10,11,8,10,8,8,7,2,6,7,3,2,1,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaappppppppppaaaaaaaapappppaaaaappppaapaaaaaaaapppapaaaaapappappaapaaaaaaaappppppppaapaaaaaaaaaaaaapppaaaappaaaaapaaaaaaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapppapaaappppapppaaappppaaapppapappaaaaappppppppaaaaaaaaaaappppapppaaaaaaaaaaappppaapapaaaaaapppapaaaaapaaaaaaaaaaaaaaaaapppaaaapaapaappppaaappaapppaaaappaaaapaaaaaappapaaapaaaaaaaaaaaaaaaaaaapapaaaaaaaappaaaaaapaaaaaapppapaaaaapppaaaaaaaaaaaaaaappaaapaaaaaaapppaapaaaapppaaaaappaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaapaaaaaaaaaaaappaaaaaaaapaaaaaaaaaaaaaaaaappaaaaaaaaaaapaapaaaaaaapppaaaapaaaaaaaaaaaappaapaaappaappaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapppapaaaaapapaaaaaaaaaaaaaaappaaaaaaaaaaapppaaaapaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaappaaaaaaaaaaapapaaaaaaaaappaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaappaaaaaaaapaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaappapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapppaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
5,114,23,11,12,9,9,13,8,17,11,12,8,11,4,102,41,38,40,30,20,23,17,10,10,8,8,10,8,9,8,7,0,6,5,3,2,1,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaapppppppppppaaaappppappaaaaaapppaapaappppppapapppppaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaapppppppaaappppppaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppapaappppppaaapapaaaaappppppppaaappppppaaaaaappppppppaaaaaaaaaaappppaaaaaaaaaaaaapppaaaaappappapaapppppappaaaaaapaaaaaapppapppaaaaaapaaapppappppaaapppaaapaaaaappppppaaaaaaaaaaaaaaaaappppaaaaaaaaappaaaaaappappaaaappaaaaaaaaaaaapaaaaaapppppaaaaaaaaaaaapppapppaaaaapaapaaaaaaappppaaaaaaaaaaaaaaaaaaaapapaaaaaaaaappaaaaaapaaaaaaaaappaaaaaaaaaaapaaapaaapppaaaaaaaaaaaaaaapaaapaaaaappaaaaaaaaappaaaaaapapaaaaaaaaaaaaappaaaaaaaaaappaaaaaapaapaaaaapppaaapaaaaaaapaaaaaapppaapaaaaaaaaaaaappapapaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapaaaaaaaapaaaaaapappaaaaaapapaapaaaaaaapaaaaaapaaaapaaaaaaaaaaaapaaaapaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaapaaapaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaapaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaapaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
