sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_niche_8,no_spp_niche_9,no_spp_niche_10,no_spp_niche_11,no_spp_niche_12,no_spp_niche_13,no_spp_lingga,no_spp_durian,no_spp_sebangka,no_spp_temiang,no_spp_ngenang,no_spp_tinjul,no_spp_momoi,no_spp_akar,no_spp_remang_besar,no_spp_panggal_sedang,no_spp_remang_kecil,no_spp_sambu_kecil,no_spp_malang,no_spp_paloi_besar,no_spp_panggal_besar,no_spp_sepatu,no_spp_nipong,no_spp_panggal_kecil,no_spp_sayap,no_spp_matang_cilik,no_spp_telor_besar,no_spp_telor_kecil,no_spp_paloi_kecil,presence_absence_matrix_cols_isles_concatenated
1,96,23,14,6,14,9,12,9,13,10,9,6,2,1,3,1,1,88,36,34,27,24,19,21,10,8,11,10,10,11,9,9,8,7,3,6,6,3,2,1,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaapaaaaappppppapaaaaaapppaaaaaapppppapaaaaapppapaaaapppapaaapaaaapppppaaaaapppappaaaaaaaaaaaaaaaaapppaaappppppaaaaaaaapppppppaappppappppaaappppppaaapppaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaapppappaaaaaaaapppaaaaaappapppaaaaaapppapaaaaapppapaaaaaaapppaaaaaaappaaaaaaaaaaaaaaaaaaaaapaaaaapppapaaaaaaaaappaaaaaaappappaaaaaappppapaaaaappaaaaaaaaaappppaaaaaappaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapapaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaapapaaapppppppppaaaaapappppaaaaaaaapppaaaaaappapaaaaaaaaappapaaaaapaaaaaaaaaaapppaaaaaaappaaaaaaaaaaaaaaaaaaaaapaaaaaaappaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaappaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaapaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaapaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapapaaaaaaapaaaaaaaaaaapapaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaapaaaaaaapaaaaaaaaaaaaaapapaaaapaaaaaaaaaaaappaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaapapaaaaaaaaappaaaaaaappaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaappaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaappaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaaaappaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
2,110,23,14,16,11,11,9,9,12,10,10,13,2,2,3,1,1,101,32,31,29,23,23,14,16,13,10,12,9,9,8,9,8,7,1,6,5,3,2,1,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaapppaapaaaaaaaaaappapapaaaaapppaaaaaaaapppppaaaapppaaaaaapppppppaaaaapppaaaaaaappapaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaappaaaaaapappapapaaaaappppaaaapaapppppaapapppapaaaappppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaapaaaaaaaappapaaaaaaapppaaaaaaaapppppaaaapppaaaaaapppappaaaaaapppaaaaaaappappaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaapaaaaaaaaapppaaaaaaaappappaaaapppaaaaaapppapaaaaaaaappaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaapaaaaaaappaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaappaaaaaaaaaapppppppppappaaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaapaapaaaapppaaaaaaappaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaappaaaaaaaaappaaaaaaaaaaaappaaaaappaaapaappaaaaaaaaaaappaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaaappaaaaaapaaaaaapaaaapaaaaaaaapaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaapaaaapaaaaaaaappaaaaaaaaaaaapaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaappaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaappaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
3,121,23,14,14,14,10,15,12,7,11,12,15,2,2,3,2,2,110,53,45,48,43,27,21,15,15,12,12,12,9,10,8,8,7,1,6,5,3,2,1,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaaaappppppapaaaaaapppappaapaappapppppaaaaapppapppaaaaaaaappppppaaapappppaaaapppppppaaaapppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapapaaaapappppppappaaaaapppppppapapppapppppaapaaapppppppapppappaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaappapaaaapppppaaapaappapppppaaaaapppappppaaaaaaapappppaaaaaappaaaaapppppppaaaappppappapaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppaaaaaapappppaaaaaaaaaapapappaaaapppappaapaaaaaapppappaaaaaappaaaaappppppapaaappppappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaappaaaaaaaaapaapaaaaaaaaaapaappaaaaaaaapaaaaaapaaaaaaaaaaappaaaaaaaappaaaaaaaaaaaaapppppppppppappaaaaaaaaaaapappaaaaaaaaaappaaaaaaaaapaaaaaaaaaaaaaaapapaaaaaaapaaaaaappppaaaaaaaapppappapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaapappaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaapaaaaaaapaaaaaaapaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapaaaaaaaaaaaaaapaaaaaaaaapaapaaaaaaapaaaaaaaaaaaaaappaaaaaaaaappaaaaappaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaapaaaaaaaaaappaaaaaaaaapaaaaappapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaapaaaaaaappaaaaappaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaapaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaappaaaaaaapaaaaappaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
4,106,23,14,14,11,10,9,8,13,6,16,11,2,2,1,1,2,98,30,34,37,26,22,21,14,10,10,13,10,11,9,8,8,7,3,6,5,3,2,1,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaappappaaaaaaaaapppaaapaaaapppaaaaaaappaaaaaaapppaaaaappppaaapapaaapppaaapappppaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppaaaapaaaapppappapaaapppppaaaaapppaaaaaapppppaapppppppapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappappaapaaaaaappppaaaaaaappppaaaaaapppaaaaaappppaaaapppppappapaaapppapapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapaaaaaaaaaapppapaaaaaappaaaaaaaappaaaaaaapppaaaaappppaaappaaaapppaaapapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaapaaaaapapaaaaappaaaaapaaaaapaaaaapaaaaaaaaaaaaaaapaaaaaaaaaapppppppppaapaaaaaaaaaaapaapaaaaaapppaaaaaaapaaaappaappaaaaaapaapaaapapaaapaaaaappappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappapaaaaaaaaaaapaaaaaaaaappaaaaaaaapaaaaaaaappaaaaaaapapaaapaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaappaaaaaaapaaaaaaapaapaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaaapaaaapaaaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaappaaaaaaaapapaaaaaapaapaaaappaaaaapaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaapaaaaaaaaaappaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaapaaaaaaaaappaaaaaaaapaaaaaaaaapaaaaaapaapaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaapapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
5,117,23,14,9,12,13,15,5,10,16,18,11,2,1,3,1,1,109,42,30,31,26,19,22,13,10,12,13,9,8,9,8,8,7,1,6,6,3,2,1,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaappppaaaaapppppaappaaapapaaaaaaaaaappppapaaaaaaaaappaaapppaappaaapppppppapaapaaaappppppappaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaapappppapapaaaapapppaaaaaaaappppppaaaapaaaappppappppapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaapaaaappppaaaaaaaapapaaaapaaaaappppapaaaaaaaaapaapappppapaaaapppappaaaaaaaaaappapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaappppappaaaaapapaaaaaaaaaaappaapaaaaaaaaapaapapapaaapaaappappaaaaaaaaaaappaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaapaaaaaaaaaaapapaaaaaaaaaaappaaaaaaaaaaaaaaaaapaaaaaaaaapapppppppaaaaaaaappppaaaaaaaapappaaapaaaaapapaaaaapaaaaaapaaaapapaaaaaaapppppaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaapapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaapaaaapaaaapppaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaapapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapapaaaaaaaaaaaapaaaapaaaaaaaaaaaaaaaaapaaaaaaappaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaappaaaaaaapppaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaapaaaaaaaaapaaapaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaapaaaaaaaaaaaaapapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaapaaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaapaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaapaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
