sample_ID,S,H,K,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_niche_8,no_spp_niche_9,no_spp_lingga,no_spp_durian,no_spp_sebangka,no_spp_temiang,no_spp_ngenang,no_spp_tinjul,no_spp_momoi,no_spp_akar,no_spp_remang_besar,no_spp_panggal_sedang,no_spp_remang_kecil,no_spp_sambu_kecil,no_spp_malang,no_spp_paloi_besar,no_spp_panggal_besar,no_spp_sepatu,no_spp_nipong,no_spp_panggal_kecil,no_spp_sayap,no_spp_matang_cilik,no_spp_telor_besar,no_spp_telor_kecil,no_spp_paloi_kecil,presence_absence_matrix_cols_isles_concatenated
1,133,23,10,18,12,13,12,15,16,8,16,15,8,124,48,44,36,34,28,21,13,14,12,8,10,8,8,9,8,7,0,6,5,3,2,1,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaaaaaaaaaaaaaaaaaaaapppappaaaaaapppppppaaaaaapppppppaaaaappppaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaapppappappaapaaaaapppppaaaapaaaaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaapaaaaaaaapppappppppaaaaaappppppaapppppappppaaaaaappppppaappaaaappppapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapaaapaapappapaaaaaaaaapppaappppaaaaaaappapaaaappaapappaaaaaaaappppppaaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaappppppaaaaaapapppaaaaaaaapppaapaaaaaapppaaaaaaaaaaaaappaaaaapaaaaaaappapaaaappaaaapaaaaaaaaapappppaaaaaaaaappaapaaaappppaaaaaaaaaaaaaapaaaaaaaaaapappaaaaaaaaapappaapaaaaapaaaaaaaaaaaaaappaaaaaapaaaaaaappaaaaaappaaaapaaaaaaaaapppppaaaaaaaaaaapaapaaapapapapaaaaaaaaaaappaaaaaaaaaapapaaaaaaaaaapapaaaaaaaaappaaaaaaaaaaaaaapaaaaappaaaapaappapaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaaaapapaaaaaaaaapaaaaaaaaaaaaaaapaaapaaaaaaaaaappaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaaaaaappaaaaaaaaapapaaaaapaaapaaaaaaaaaaaaaaaaaaaaappaaaaaaappaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaapaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaapaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaaaapapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
2,101,23,10,8,11,7,9,9,9,13,16,10,9,92,44,35,41,30,22,19,13,13,10,8,9,9,8,8,8,7,2,6,5,3,2,1,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaaaaaaaaaapppppaaaaaapppppaappppapapappppaaaaaaaaaaaaaapppapaaaapaaapppppapapaaaaaaappppaapaaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppaappppppaaaaapppapaaaaaaaapppppappaaaaaaaapppppaaaaappppppappaaaaaaaaaaaaaaaaaaaaaaaaaappppapaaappppaaapppppppaaaapppppapaaaaaapppapapppaaaaaaappppapaaaappppppaapaaaaaaaapppaaaaaaaaapappaappaaaaaaappapaaaaappppaaaaapppaaaaaaaaaapppppapapaaaaaaapppaaaaaaaapapaaaaappapaaaapaaaaaaaaaapppaaaapppaaaaaapaapaaaaappaaaaaaapaaaaaaaaaaaaappapaaaaaaaaaaaappaaaaaaaapaapaaaapppaaaaapaaaaaaaaaappaapaapaapaaaaappaaaaaaappaaaaaaapapaaaaaaaaaapapappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaappaaaaaaaaappaapaaaaapaaaaapaaaaaaaaappaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaapaaaaaaaaaapaaaaaaapaaaaaaapppaaaaaapapaaaaaapapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaapaaaaaapaaaaaaaaaaaaapaaaaapaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaapaapaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaapaaapaaapaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
3,124,23,10,9,13,11,8,17,10,18,19,12,7,116,53,50,45,30,20,24,16,16,10,11,14,8,10,9,8,7,1,6,5,3,2,1,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppapppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaaaaaaaaapppapppaaaaaapppapaaaaaapppppaaapppppaaaaaaaaaaapaaaaaaaaaapppppppppaaaaaaaaapapppppppppapapaaaappppaaaaaaaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppppaaaaaaaaaappppppppaapppppppppaaaaaaaaapapppppppppapppaaapppppapaaaaaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaappppppaaaaaaaaaaappppapaaaapppppapppaaaaaaaaapaappappppppaaaaaaappppapaaaapapppppppaaaaaaaaapppapaaaaaaaapapaapaaaaaapppaaaappaaaaaaaaaaaaaaappaaaaaaaapppppaaaaaaaaaaaaaaaapaaapppaaaaaaaaapppaaaaaaaaappppaaappaaaaaaapapaaaaaaaaaapaaaaaaaaaaapaaaaaapaapaaaaaaaaaaaaapaapaaaaaaaapaaaaaaaaaaaaaaappaaaaapappaaaaaaaappaaaaaaaaaaappaaaapaaaaaaaapppaaaaaaaaaappaaaaaaaaaappppaaappapaaaaaaaaaaaaappppapaaaapapapapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapppaaaaaaaaaapaaaapaaaaaappaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaaaaaaaaaapppapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaappapaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaappaaaaaaaapapaaaaaaapaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaappaaaaaaaapapaaaaaaaaapaaaaaaaaaaappaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaapaaapaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaapppapaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaappaaaaaaaaaappaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaapapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
4,112,23,10,10,14,11,12,19,11,7,11,12,5,107,39,34,33,35,21,23,14,11,12,9,11,8,8,8,8,7,1,6,5,3,2,1,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaaaaaaaapppppapaaaaaaapppppapaaaapppppapaaaaapppapppaaaaaaaaaaaaaaaaaaaaaaapppaaaappppaaaaaaappapaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaapppppaaaaaaaaappppppaaaaappppaaappppppaaaaapppaappaaaaapppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapppppapaaaaapppapppaaaaaaaaaaaappppppaaaaapppaaaapppppapaaaappaaaaaaaaaappppaaaaaaaaaaappaaaapapaaaaapppppapaaaappppapaaaaaapppaaaaapaaaaaaaaaappapapaaaaapppaaaappapapaaaaapapaaaaaaaaapaapppaapaaaaaappaaapaaaaaaaapapaaapaaaaapaaaaaaaaaappaapaaaaaaaaaaaaaapaapaaaaaaapapaaaaappaaaaaaaapaaaaaaaaaaapaapappaaaapaaappaaaaaaaaaaaaapppaapaaaapppaaaaaaaaappaaaapaaaaaaaaaaaappppaaaaaaapapaaaaapapaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaapapaaaaaaaaaaapapaaapaaaapaaaaaaaaaaappaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaapaaaaaaaappaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaapaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaaaaapaaaaaapaaaaaaaaaaaaaaaaapapaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaapapaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaappaaaaaaaaaapaaaaaaaaaaaaaaaaaapaapaaaaaaapaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
5,118,23,10,14,14,10,10,16,10,8,15,13,8,109,48,43,41,33,26,22,14,12,10,9,9,9,8,9,8,7,2,6,6,3,2,1,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaaaaaaaaaaaaaaaappppppppaaaaaappapapaaaapppppaaaaappppppaapaaaaaaaaaaaaaaaaapppppaaapppappaapaaaaaapppappapaaaapppppppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppppappaappaaapppppaaaaappppppaapppappappaaapaappppppaapaaaappppapppaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppapaaaapppppppaapaaaaaapppaaaaaaappppaaappppappaaapaaaaappppppapaaaaapppppppaaaaaaaaaaaaaaaaappapapaaaaaapaaaapaaaappapaaaaaaapappppapaaaaaaappaaaaaaaapppaaaaappaappapaaaaaaapppapaaaaaaaapppaapaapapapaaaaaaaaapappaaapaaaaaapaaaaaaaaappaaaaaaaappapaaaaaaaaaaaappaaaaaaaapppaaaaappaapaaaaaaaaaaappaapaaaaaaapaapaaaappaaaaapaaaaaaappaapaaaaaaaapaaaapaaaappaaaaaaaapppppaaaaaapaaaapaaaaaaaaappaaaaaapaaapaaaapaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaapaapaaaapaaaaaaaaaaaaaappaaaaaaaappaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapapaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaappaaaaapaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaapaaapaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaapaaapaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
