"K","sample_ID","observed_NODF","actual_sample_size","effective_sample_size","mean_NODF","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
5,28,86.8725989317392,3499,1023.99999983774,87.0828272392364,0.238925407259217,0.761074592740783,"==",-0.588487861397605
5,29,87.2652473988055,3299,1168.17975600424,87.9137345584714,0.0354652925128827,0.964534707487117,"==",-2.16852257655581
5,30,87.5539387711299,3599,1030.61895868404,87.4059768229413,0.608224506807447,0.391775493192554,"==",0.428116807072827
5,31,88.4095959978874,5099,1016.51988893064,89.5073796915449,0.00313787017062169,0.996862129829378,"==",-5.13900937505618
5,32,85.0168559692189,3199,1005.45595831337,84.9359518556742,0.544545170365739,0.455454829634261,"==",0.266356379601492
5,33,85.3052091256515,3299,1013.36897706364,85.726901886417,0.105183388905729,0.894816611094271,"==",-1.28782620802552
5,34,86.7724999714346,3099,1001.58037464108,87.026749721449,0.151661826395611,0.848338173604389,"==",-0.913303003607687
5,35,86.796497834148,2999,1016.82856163686,86.7858482279797,0.441480493497833,0.558519506502167,"==",0.030055704034512
5,36,86.8927934548762,2499,1017.86483030581,86.5551647280948,0.827931172468988,0.172068827531012,"==",0.860792811590049
5,37,87.5734633970456,3099,1034.08402895354,87.4813118452004,0.547273313972249,0.452726686027751,"==",0.312819607952925
5,38,87.4790004551018,3499,1015.41820883913,87.6754204311422,0.150328665332952,0.849671334667048,"==",-0.855076149169044
5,39,85.5480480100699,3099,1055.70247288456,85.2726067334437,0.731203614069055,0.268796385930945,"==",0.682944390378998
5,40,87.393201769748,3099,1019.22277572813,87.559846620944,0.248789932236205,0.751210067763795,"==",-0.48649552824505
5,41,89.2928919090275,3399,1040.25875108959,89.4274569442367,0.220064724919094,0.779935275080906,"==",-0.527459218672268
5,42,89.3503796703152,4099,1029.15517192069,89.4002329424199,0.301049036350329,0.698950963649671,"==",-0.286224772392163
5,43,85.6620025939174,4499,1005.9229544163,87.5120481638813,0.000444543231829295,0.999555456768171,"==",-5.9171950467254
5,44,88.0868630772647,3199,1005.86242731816,87.9385299925105,0.605501719287277,0.394498280712723,"==",0.418252839614097
5,45,89.9399367215642,4299,1046.85266723796,90.1305610969587,0.133519423121656,0.866480576878344,"==",-0.84836901272298
5,46,87.3588111751555,4099,1001.04878975491,86.990737500887,0.872895828250793,0.127104171749207,"==",1.04751280687656
5,47,86.3421792353551,4699,1008.45133720808,87.1014667661399,0.025537348371994,0.974462651628006,"==",-2.44952208450987
5,48,80.5793865675858,2799,1002.1715675449,81.4092336224945,0.0500178635226867,0.949982136477313,"==",-1.88212026684127
5,49,89.2333727498136,3199,1024.07272011976,89.2511143890181,0.361362925914348,0.638637074085652,"==",-0.0671035423533031
5,50,87.7405013776894,3399,1038.19757742711,88.3733797908279,0.0253015592821418,0.974698440717858,"==",-2.47091362029604
5,51,88.1945725450555,3699,1026.09638973096,88.5123444605834,0.155988104893214,0.844011895106786,"==",-0.965298004022767
5,52,87.5029402238452,2899,1034.56308512071,88.1234005146412,0.047602621593653,0.952397378406347,"==",-1.91813644793955
5,53,88.7099597116837,3199,1035.83430101331,89.0929319870326,0.10190684588934,0.89809315411066,"==",-1.2440884598231
5,54,85.5655034654353,2699,1001.75626962186,86.0718532823602,0.0618747684327529,0.938125231567247,"==",-1.64060190959222
5,55,87.4240363041208,2899,1041.11055567587,87.5976821683802,0.225595032769921,0.774404967230079,"==",-0.522883078492243
5,56,85.2844745446783,3199,1021.18816498651,86.0316966588699,0.0409502969678024,0.959049703032198,"==",-2.02600041413372
5,57,89.7083344579363,2899,1009.3923036904,89.9953693365382,0.115902035184546,0.884097964815454,"==",-1.11252298688558
5,58,87.6914552210599,2999,1039.30133717708,89.0150674426876,0.00333444481493831,0.996665555185062,"==",-5.20015389059492
5,59,82.0698727814815,2899,1039.16616402045,83.6066328926281,0.00586409106588479,0.994135908934115,"==",-3.396559554527
5,60,81.2624988539034,2799,1046.68469501031,81.5263811511723,0.200785994998214,0.799214005001786,"==",-0.754336467599442
