"K","sample_ID","observed_NODF","actual_sample_size","effective_sample_size","mean_NODF","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
3,20,86.6073988284306,4699,1119.90523883706,87.2163121537194,0.0323473079378591,0.967652692062141,"==",-2.16729998978203
3,21,89.2195639773604,3099,1014.07596845835,89.0649740761833,0.692804130364634,0.307195869635366,"==",0.57110517192551
3,22,88.7437102026773,4599,1012.64182072429,89.0896015632301,0.0958904109589041,0.904109589041096,"==",-1.33289590633551
3,23,87.814570812643,3799,1001.4266329832,88.4364579516673,0.0368518031060805,0.96314819689392,"==",-2.23889488085628
3,24,87.5248175209328,4999,1010.34968699138,87.9097289827389,0.0896179235847169,0.910382076415283,"==",-1.41502799802037
3,25,86.7669367692888,2799,1031.34025794875,87.8541096891064,0.0107181136120043,0.989281886387996,"==",-3.24249996450774
3,26,87.2479203190803,3099,1016.27273241819,88.4836643648041,0.00516295579219103,0.994837044207809,"==",-4.01850597762578
3,27,88.3170433146464,1999,1016.06142623323,88.4019630971093,0.28664332166083,0.71335667833917,"==",-0.215144533989695
3,28,88.2203871703006,2799,1017.67842003279,88.262630340849,0.364415862808146,0.635584137191854,"==",-0.107193578643768
3,29,88.538910803394,2499,1010.41444579959,89.1807929182846,0.0296118447378952,0.970388155262105,"==",-2.17480817306694
3,30,87.0087589813832,2999,1022.18465099263,87.7167674905698,0.0406802267422474,0.959319773257753,"==",-2.1374466082365
3,31,89.2905157526919,3499,1000.42005469352,89.7289774774027,0.0640182909402686,0.935981709059731,"==",-1.59188136498824
3,32,88.492694027052,3899,1051.57522176416,89.2034838979711,0.0151320851500385,0.984867914849962,"==",-2.78607180682638
3,33,87.3458160649217,3599,1005.30795573658,88.2168438469728,0.00500138927479855,0.994998610725201,"==",-3.58684538603958
3,34,88.5303937327009,2899,1000.60862697142,88.8788441875974,0.10244912038634,0.89755087961366,"==",-1.24614698292878
3,35,88.8542023375724,2799,1013.27781625097,89.6613607649824,0.0171489817792069,0.982851018220793,"==",-2.82357174656948
3,36,87.9417340779957,3199,1002.20578398877,88.3244352533986,0.126602063144733,0.873397936855267,"==",-1.09038671594012
3,37,90.5340990257273,4499,1011.28748941952,90.4499091079636,0.701489219826628,0.298510780173372,"==",0.633763839748716
3,38,83.5288778226971,2899,1040.35165496042,84.0579979564898,0.0989996550534667,0.901000344946533,"==",-1.37193665912641
3,39,86.6454157838314,3499,1015.02088261944,87.0963273217932,0.0657330665904544,0.934266933409546,"==",-1.58260997316641
3,40,85.7810957862347,2899,1038.90613468677,86.3507588379566,0.06484994825802,0.93515005174198,"==",-1.65180748631738
3,41,89.4754565296551,3099,1098.14011701333,89.6424432431496,0.128428525330752,0.871571474669248,"==",-0.745101812146523
3,42,88.1866396687902,2999,1015.88141785332,88.0625811075073,0.572524174724908,0.427475825275092,"==",0.356380018076692
3,43,88.1621294320319,3599,1004.24187925013,88.3013383262355,0.21561544873576,0.78438455126424,"==",-0.532840200115702
3,44,88.2412456795204,2899,1027.38726962994,88.7276733002458,0.0745084511900655,0.925491548809934,"==",-1.65718125871214
3,45,86.5169542906137,3299,1031.12871787464,88.1151482509964,0.00121248863291907,0.998787511367081,"==",-4.9629234839932
3,46,87.0494724285103,4999,1006.22750706518,87.1286037361618,0.327865573114623,0.672134426885377,"==",-0.284552110275867
3,47,83.927557134033,2599,1013.29400470684,86.6129081361617,0.000384763370527126,0.999615236629473,"<",-6.1376426563241
3,48,89.989145953794,3599,1017.00579864578,90.3632695787037,0.0483467629897194,0.951653237010281,"==",-1.92831170619297
3,49,87.4337142708078,2699,1002.67683603838,87.6805297729222,0.200815116709893,0.799184883290107,"==",-0.702215302755401
3,50,88.8262521403297,3499,1003.03545455242,88.7789621607857,0.513003715347242,0.486996284652758,"==",0.212884549069947
3,51,87.2882822392448,3299,1010.19707109654,88.3677777801001,0.0133373749621097,0.98666262503789,"==",-3.35199150965148
3,52,89.7882695681217,3499,1023.43757917182,89.8089676372606,0.389539868533867,0.610460131466133,"==",-0.0851143109421702
3,53,89.6183991036958,3399,1019.98914571473,89.6398262015762,0.374521918211239,0.625478081788761,"==",-0.0910806380189216
3,54,89.103972214554,3399,1019.47917199935,89.3220365170167,0.162400706090026,0.837599293909974,"==",-0.952279470562463
3,55,87.6665464940762,3299,1030.75407903896,88.1340198439753,0.100333434374053,0.899666565625947,"==",-1.37114698131554
3,56,89.6425217734429,4299,1015.37496797768,89.8643672943698,0.0983949755757153,0.901605024424285,"==",-1.24845490265154
3,57,87.5485767420372,3999,1019.52938146865,87.6199927187096,0.302825706426607,0.697174293573393,"==",-0.243203493775773
3,58,87.3329982469412,3399,1066.86138911191,87.6124328376744,0.131803471609297,0.868196528390703,"==",-1.00085886631065
3,59,88.9629141021278,5499,1000.49935608052,89.4363982556064,0.0289143480632842,0.971085651936716,"==",-2.30589322466539
3,60,88.9388225286296,3499,1001.78878670489,89.8963335669632,0.00743069448413833,0.992569305515862,"==",-3.51043519335859
