"sample_ID","S","H","NODF"
1,68,16,83.5850960060697
2,66,16,86.2518649332668
3,60,16,85.6161142715056
4,78,16,82.2752305696553
5,68,16,86.2856521877032
6,69,16,83.1007528405093
7,73,16,81.4448839764845
8,71,16,85.9696207852519
9,60,16,86.1226230790659
10,63,16,78.1239088675323
11,69,16,83.8792811328432
12,66,16,84.3592155802703
13,68,16,83.5936041935943
14,61,16,83.6748363317744
15,65,16,83.3071080323682
16,71,16,83.0608659397981
17,63,16,86.2898514152026
18,53,16,85.3598751601698
19,82,16,82.5738612633774
20,66,16,82.6245824178435
21,59,16,85.8321994981383
22,79,16,81.7180228215667
23,66,16,83.2814950320751
24,69,16,84.1677577008668
25,65,16,82.8524683130473
26,75,16,84.2481385034471
27,71,16,80.5330894911721
28,62,16,82.3038983786717
29,61,16,84.6090416429259
30,68,16,85.6311372099324
31,72,16,82.8060565594686
32,81,16,83.6791963977046
33,73,16,83.5299564695226
34,61,16,85.0023926927773
35,75,16,84.8018299580596
36,49,16,87.5149949039752
37,67,16,84.2456197492701
38,63,16,86.557771755597
39,62,16,83.9799723325271
40,56,16,85.152419518643
41,57,16,79.0916186528197
42,66,16,82.8568316825444
43,62,16,86.6078257178025
44,73,16,85.1436227835269
45,80,16,83.685829164963
46,67,16,83.5185846186803
47,68,16,77.4259770362544
48,62,16,83.9631742762351
49,60,16,84.9314624554199
50,74,16,85.0572607543668
51,54,16,83.5884937742471
52,62,16,82.4475449049558
53,68,16,83.2508105545658
54,66,16,84.1853234573932
55,75,16,81.339019388075
56,64,16,82.2435698978033
57,69,16,83.3747169771214
58,74,16,85.7517212244553
59,59,16,86.1321018580769
60,70,16,80.733234551531
