"K","sample_ID","observed_NODF","actual_sample_size","effective_sample_size","mean_NODF","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
1,1,88.0993733353448,4499,1004.07324111651,89.1430498693832,0.00222271615914648,0.997777283840854,"==",-4.30783966726943
1,2,87.9495054121696,2999,1012.35985592315,89.2010258526099,0.00433477825941981,0.99566522174058,"==",-4.17984358868753
1,3,89.3675947889786,3199,1000.85609086206,89.902796446413,0.0415754923413567,0.958424507658643,"==",-2.16701124759786
1,4,89.0741987427214,3099,1011.31358254034,90.1984997446978,0.000968054211035818,0.999031945788964,"==",-4.78052394135348
1,5,89.8592520966525,3299,1010.36205053771,90.1984719106456,0.09093664746893,0.90906335253107,"==",-1.34112056277133
1,6,91.0018691864738,4799,1002.57746419381,91.0249704575167,0.319858303813294,0.680141696186706,"==",-0.329606104583373
1,7,86.9396558554259,2599,1003.1716807528,87.1491771670995,0.249326664101578,0.750673335898422,"==",-0.511757400585559
1,8,88.2154954785859,3299,1016.36354369978,88.1927512264891,0.440739618066081,0.559260381933919,"==",0.0941241120555573
1,9,89.045143883636,3599,1021.84072195931,88.7993768605616,0.85996110030564,0.14003889969436,"==",0.93818291603682
1,10,87.2997621611784,3199,1024.95022400327,87.5638369358586,0.174742106908409,0.825257893091591,"==",-0.82608137068314
1,11,88.3521272792236,3799,1007.54920743145,88.4177551752334,0.35351408265333,0.64648591734667,"==",-0.224870096516438
1,12,90.996091953658,3099,1002.70932752256,91.0494839128895,0.336560180703453,0.663439819296547,"==",-0.214481374229484
1,13,91.5134735355602,5399,1008.4698352815,91.6596290976936,0.144841637340248,0.855158362659752,"==",-0.913228102340702
1,14,87.3953014498381,2999,1003.96239653132,87.5045022255305,0.299433144381461,0.700566855618539,"==",-0.377592609512204
1,15,89.4183395459798,2699,1027.02134977522,90.8270478416765,0.00259355316783994,0.99740644683216,"==",-5.38315360938401
1,16,89.3076789556171,3299,1011.34615338691,89.8765931458842,0.0469839345256138,0.953016065474386,"==",-1.9819034577465
1,17,89.843994031411,4299,1007.91546789674,90.1852598315774,0.0774598743893929,0.922540125610607,"==",-1.51036448126373
1,18,87.990255069829,3999,1056.08144400799,88.6030044013649,0.0375093773443361,0.962490622655664,"==",-2.16564224538724
1,19,88.707661074057,4199,1012.79303095531,89.0005060528527,0.133603238866397,0.866396761133603,"==",-1.04178182643221
1,20,87.1585654162592,3999,1017.38988230754,87.5212615441768,0.13953488372093,0.86046511627907,"==",-1.10455379529674
1,21,89.9827760714553,3399,1003.50535971571,91.1795845208267,0.00176522506619594,0.998234774933804,"==",-5.18640271837215
1,22,91.3810591828626,4499,1020.99434238444,91.5209197889944,0.144698821960436,0.855301178039564,"==",-0.842013848519487
1,23,88.7288274315761,3499,1013.46173285213,89.0001893242197,0.103458130894541,0.896541869105459,"==",-1.22055583163462
1,24,88.8129021077131,2999,1027.81785594908,89.6155237106709,0.0163387795931977,0.983661220406802,"==",-2.9130831464594
1,25,88.3382302058587,3299,1036.22521086929,88.2294984687255,0.559260381933919,0.440739618066081,"==",0.357935019161408
1,26,89.647247113077,4299,1003.21350327743,89.760445865959,0.274947662247034,0.725052337752966,"==",-0.475073458530497
1,27,84.6867485119927,3499,1003.77909126386,85.3814066363082,0.0331523292369248,0.966847670763075,"==",-2.18621724575894
1,28,89.160679792591,2899,1016.00657502317,89.2561677512175,0.295619179027251,0.704380820972749,"==",-0.31637668078809
1,29,85.4881054704789,3099,1008.67142561391,85.7477400940978,0.144562762181349,0.855437237818651,"==",-1.02315627312744
1,30,87.8910346673616,3399,1002.8486057622,88.4748454104091,0.0541335686966755,0.945866431303324,"==",-1.78860820226956
1,31,90.3050368136102,4499,1003.21752658677,90.690420114974,0.038452989553234,0.961547010446766,"==",-2.04472871419971
1,32,91.5322575241183,6699,1005.44353887609,91.3762602597433,0.829228243021346,0.170771756978654,"==",0.838469586582222
1,33,82.3915517537557,2999,1005.26779339252,83.038404257711,0.0530176725575192,0.946982327442481,"==",-1.8141090180903
1,34,88.9163135962702,3199,1000.93953170797,88.590451992131,0.869021569240388,0.130978430759612,"==",0.978982158526565
1,35,87.724490482285,3099,1039.39264842084,88.6582583615794,0.0190383994837044,0.980961600516296,"==",-2.66756427269179
1,36,89.3189684533607,4599,1019.9800476964,89.2495252738543,0.543596434007393,0.456403565992607,"==",0.286162053586375
1,37,90.1533868244117,3699,1028.62258181032,90.3884823562201,0.0754257907542579,0.924574209245742,"==",-1.33593579281478
1,38,90.9454824668718,5499,1008.10836302028,91.0174273704807,0.240407346790326,0.759592653209675,"==",-0.487036622950298
1,39,87.3604807922505,3599,1009.70641052322,88.1377775173843,0.0283412058905251,0.971658794109475,"==",-2.47953112052956
1,40,86.3654781172089,3099,1004.68859379559,86.0965920708557,0.74701516618264,0.25298483381736,"==",0.740288833287096
1,41,89.8103358401826,4299,1021.94614358656,90.4712065869578,0.00581530588508956,0.99418469411491,"==",-3.66618573062956
1,42,89.9717882975441,3699,1000.86929276592,90.1089559660949,0.2625033792917,0.7374966207083,"==",-0.511180806055511
1,43,86.8301901964022,2899,1013.64452293821,87.5908333479631,0.0320800275957227,0.967919972404277,"==",-2.22156161300784
1,44,87.5836543032971,3599,1015.62172893972,89.0777924499633,0.000555709919422062,0.999444290080578,"==",-5.92373192974918
1,45,88.9607056974924,3699,1007.63825433303,88.8955939828856,0.493646931603136,0.506353068396864,"==",0.245246687649282
1,46,88.1273625615475,4199,1044.41065282148,88.1402072838451,0.419385567992379,0.580614432007621,"==",-0.0333686647381719
1,47,88.2579495505332,3999,1000.23867233095,88.3803195981054,0.320830207551888,0.679169792448112,"==",-0.355881833680057
1,48,85.644795156856,2999,1033.86559654757,86.6757100830953,0.0113371123707903,0.98866288762921,"==",-3.00656172591551
1,49,87.6573847260241,3799,1031.63523239343,88.7872555834742,0.00315872598052119,0.996841274019479,"==",-4.37559760120945
1,50,88.6712191053751,3799,1030.73865536093,88.4639829809957,0.696762305869966,0.303237694130034,"==",0.628688011650621
1,51,88.3593835880565,3899,1011.96540363565,89.0748415578786,0.0233393177737881,0.976660682226212,"==",-2.53937904870757
1,52,90.4934143455615,4599,1003.7302187178,91.3266863450972,0.00413133289845619,0.995868667101544,"==",-4.23620043062152
1,53,88.6402038955872,3699,1031.28546635607,88.5041158671548,0.666937010002703,0.333062989997297,"==",0.523728060044372
1,54,89.5704313268494,2699,1005.92480788221,89.4237419749832,0.666172656539459,0.333827343460541,"==",0.521119829801596
1,55,90.5730804957498,4399,1196.93796627631,90.3467055563237,0.84701068424642,0.15298931575358,"==",0.884918620931881
1,56,87.0825697014276,3399,1018.31310946107,88.0120800871224,0.0132391879964696,0.98676081200353,"==",-3.05319642701987
1,57,86.1855669299302,3299,1025.63135086508,86.8902178411263,0.0254622612913004,0.9745377387087,"==",-2.38314369637032
1,58,88.634288095494,3599,1018.80980104398,88.9905240923415,0.100027785495971,0.899972214504029,"==",-1.34468150096261
1,59,87.5632470772237,4899,1025.42316590122,88.0898917186428,0.0438865074505001,0.9561134925495,"==",-1.99374184409531
1,60,89.7222374842783,4599,1016.4264346018,89.865337863027,0.249184605348989,0.750815394651011,"==",-0.545828208780536
