"suffix","sample_ID","rho","observed_NODF","actual_sample_size","effective_sample_size","mean_NODF","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
"_3",69,1700,61.4474415322204,4499,1015.02662372161,63.3213595475842,0.000889086463658591,0.999110913536341,"==",-3.5610974810304
"_3",70,1700,65.2216452929315,4499,1010.15622262894,66.5815782790419,0.00644587686152478,0.993554123138475,"==",-2.87018593019368
"_3",71,1700,55.4568283582554,4099,1041.15068208198,58.1050987487129,0.000243961941937058,0.999756038058063,"<",-5.28662876555477
"_3",72,1700,63.6811241958098,3899,1028.52346510108,64.3921443740405,0.0992562195434727,0.900743780456527,"==",-1.31712017634199
"_3",73,1700,61.4093220816794,4199,1013.499681644,62.5869382597822,0.016432483924744,0.983567516075256,"==",-2.37801625648925
"_3",74,1700,66.1058376572549,3699,1060.00005005468,66.8857328348819,0.060286563936199,0.939713436063801,"==",-1.64286806213776
"_3",75,1700,58.056239035347,4399,1016.09135848708,61.4127191475796,0.000227324391907252,0.999772675608093,"<",-6.23679863469727
"_3",76,1700,57.638881799182,4199,1000.00315177023,60.311671347154,0.000238151940938319,0.999761848059062,"<",-4.55022913682394
"_3",77,1700,61.1062593880374,4199,1003.52789312838,63.2449465041331,0.000238151940938319,0.999761848059062,"<",-4.22700228135559
"_3",78,1700,62.3488877668496,4699,1000.05372521319,64.4352944890149,0.000212811236433284,0.999787188763567,"==",-4.11483964273896
"_3",79,1700,59.4425463904292,4999,1005.23350074706,61.3606095606116,0.0026005201040208,0.997399479895979,"==",-3.47406389224529
"_3",80,1700,61.8094079427391,3899,1019.85675351024,63.2133688198485,0.00769428058476532,0.992305719415235,"==",-2.74272485709828
"_3",81,1700,57.9537828945444,4299,1005.90394114267,60.6783627649235,0.000232612235403582,0.999767387764596,"==",-5.05136639092772
"_3",82,1700,59.610128780804,5199,1020.79568471588,61.603755317581,0.000192344681669552,0.99980765531833,"<",-4.71701157185981
"_3",83,1700,57.5023287826118,3799,1000.20845749753,61.5131290823005,0.000263227165043432,0.999736772834957,"<",-7.55091458410293
"_3",84,1700,53.4038759585884,3099,1037.97911138325,57.1619923519787,0.000322684737011939,0.999677315262988,"<",-6.30925058574218
"_3",85,1700,62.2600322709866,4799,1018.63663849277,63.4668329397415,0.00479266513857054,0.995207334861429,"==",-2.77670497021523
"_3",86,1700,61.7864266340774,4399,1002.75231237379,62.8130872985043,0.0227324391907252,0.977267560809275,"==",-2.15884172569671
"_3",87,1700,64.526656473144,4499,1019.09536090935,66.6249448201277,0.000222271615914648,0.999777728384085,"<",-4.61653184964082
"_3",88,1700,65.2343911959612,4699,1014.41941699558,66.5793251234127,0.000638433709299851,0.9993615662907,"==",-3.56849609053204
"_3",89,1700,52.2422560259364,3699,1002.26695924102,57.2940017454211,0.000270343336036767,0.999729656663963,"<",-7.80373121400664
"_3",90,1700,60.8287583917531,4599,1156.96582348671,62.0846043876967,0.00260926288323549,0.997390737116765,"==",-3.04246032490949
"_3",91,1700,63.1756154578326,3999,1002.72214724286,65.071816220995,0.000250062515628907,0.999749937484371,"<",-4.36173570525751
"_3",92,1700,62.1521746348576,4199,1007.91073839375,64.0452500958534,0.000238151940938319,0.999761848059062,"<",-4.43392012052529
"_3",93,1700,62.6244209037859,4199,1006.67189234047,64.2889437306462,0.00166706358656823,0.998332936413432,"==",-3.14928352963929
"_3",94,1700,61.6504140875672,3899,1025.02612966823,64.4948069870652,0.000256476019492177,0.999743523980508,"<",-5.46467370404632
"_3",95,1700,63.1062146082624,4299,1003.26257227475,64.853163743946,0.000232612235403582,0.999767387764596,"==",-4.16872600587269
"_3",96,1700,62.1704209111839,4099,1002.04544917249,63.371254231213,0.0131739448646011,0.986826055135399,"==",-2.46831131906288
"_3",97,1700,56.9390177595808,4399,1014.48672190419,60.0942956146788,0.000227324391907252,0.999772675608093,"<",-6.02988053608904
"_3",98,1700,63.4103807904708,4199,1002.88417956008,64.5216288341158,0.0166706358656823,0.983329364134318,"==",-2.43576563382589
"_3",99,1700,59.1349952490386,4599,1014.95621448606,60.9641953867835,0.000217438573602957,0.999782561426397,"==",-4.15091263914036
"_3",100,1700,59.6760461614401,3999,1015.0562013823,62.3492093543652,0.000250062515628907,0.999749937484371,"<",-5.16283030519294
