sample_ID,S,H,K,theta,m,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,no_spp_isle_lingga,no_spp_isle_durian,no_spp_isle_sebangka,no_spp_isle_temiang,no_spp_isle_ngenang,no_spp_isle_tinjul,no_spp_isle_momoi,no_spp_isle_akar,no_spp_isle_remang_besar,no_spp_isle_panggal_sedang,no_spp_isle_remang_kecil,no_spp_isle_sambu_kecil,no_spp_isle_malang,no_spp_isle_paloi_besar,no_spp_isle_panggal_besar,no_spp_isle_sepatu,no_spp_isle_nipong,no_spp_isle_panggal_kecil,no_spp_isle_sayap,no_spp_isle_matang_cilik,no_spp_isle_telor_besar,no_spp_isle_telor_kecil,no_spp_isle_paloi_kecil,presence_absence_matrix_cols_isles_concatenated
1,81,23,8,10.3418575664443,0.0036105103995363757,14,10,11,6,8,11,12,9,77,39,62,52,25,10,19,13,10,8,8,8,8,8,9,8,8,2,8,9,8,4,7,ppppppppppppppppppppppppppppppppppapppppppppppppappppppppppappppppppppppppppppppapppppapapaaapapppappaaaapppppaapaaapppapappaaaaaapppppaaaaaappppapapaaaappapaaaaappppppppppppaappppppaaaapppppappaappppppppppappappppppappaapppppppppapappppppaaappppppppppaapaapppappaaaapppppppaaaapppppppppapaaappppappaaaappppppppaaapppappapaapaapaaaapaapaapppppaaaaapppapaaaaaappaaaapppaaaaapapaaaaaaaappppaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaappaaapaaaaaaapaaaaaaaaaapapaaaaaaaaapaaaaaaaapappaaaaaaaaaapppaaaaaaapaaapaaaaaaappaaappaaaaaapapapaaaaaapapapaaaaaaapaaaaaaaaaaapaaaaaaaaaappaaaaaaaapaaaaaaaaaapppaaappaaaaaapapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaappaaaaaapapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapapaaaaaapaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaaaappaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaapaaapaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaapaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaapaaaaaapaaaaaaaaaaaaappaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaapaapaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaa
2,95,23,8,10.3418575664443,0.0036105103995363757,11,8,12,12,14,12,14,12,93,54,81,64,28,10,27,9,10,8,8,9,8,8,8,8,8,4,8,8,8,4,8,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppapppppppppppappppppppppppppppppppppppppppppapppaaaapppppaapppappapaaaapppppapapaaappppaapapppaaapppppppaaaaappppppapaapaaappppappaaaaapppppppappppppppppappppppappppppppppppppapapppppppppppaappppppppppppappppppppappaaappppppppapapppppappppapppppppaappppppappppapppppapapapappppapppppaaaapppppapapaapppppppppaaaaaappppppaaaaaappaaapaaaaaappaaaaaappaaaaaaaaapppapapapaaappppaaaaaappaaapppaaaaaaaapaaapaaaaaaaaappppaaaaaaaaapaaapaaaaaapaaaaaaappaaaaaaaaaaaaaaaaapaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaappaaaappaapaaapppapaaaaaaapppapapapaaappaaaaaaaaaaaappapaaaaaaaappaapaaaaaaaaapppaaaaaaaaaapaaaaaaaaaapaaaaaaapaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaapaaaaaaaaaapaaaaaaaaaapaapaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaapaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaa
3,82,23,8,10.3418575664443,0.0036105103995363757,8,6,10,7,11,16,12,12,79,42,66,55,18,10,24,9,9,8,8,8,8,8,9,8,8,0,8,8,8,2,7,pppppppapppppppppppppppapppppppppppppppppppppppppppppppppppppppppppppapppppppppppppapaaaaapppppapppapapaaapppppaappppppaaaaappppaaaaaapaaaaapppppaappaapppppppaaaaaapppppaappppppapppppppaappppppapppppppppppppppppppapppapaaapppppppppaaappppppppppaappppaaaappppaapppppppaaapppppppppppppapppppppppppaaaaaaaaappppppppaaaapppppapappaapaaaaaaappaaaaappaaaaaaapapaaaapppaaaaaaaaappaaaaaaaaaaaaappapapaaaaaapapaaaaaaaaapaaaaaaapaaaaaaaaaaapaaapapaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaappaaaaaaapaaaaaaaaaaappaaaaaapapaaappaaaaaaaapapaaaaappppaaapaappapaaaaaaaaaaaappppppaaaaaapapaaaaaaaaapaaaaaaapaaaaappaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaapaaaaaaaaapapaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaaapaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaappaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaapaaaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaapaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaa
4,90,23,8,10.3418575664443,0.0036105103995363757,9,7,12,18,9,10,12,13,86,40,68,52,21,9,21,10,8,8,9,8,8,8,9,8,8,2,8,8,8,5,8,ppppppppppppppppppppppppppppppppppppppppppppaappppppppapppppppppappppppppppppppppppppppppppppaaaaaapppaaapppppppaaaaaappppapappaapaaaaaappppaaaaapppppaaaaapppapapaaaaapappppaaaaaaapppppppaapppppappppppppaaaaappppapppppppappapapppppppapppppppppappppapppppaaappppppppaapaappppapapappppaappppppppaapaappppapappappaaaaapppppapaaapppppaaaaapppppaaaaaaappppppapaapaapaaaaaaaappaapaaapappaaaaaaapaaaaaaapaaaaaaaaaapppaaaaaapappaaaaapapaaaaaaaaapappapaaaaaaapaaaaaaaappaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaappaaaaaaappaaaaappapaaaaaaaaaaapaaaapaaaaapaaaappaaaaaaapappaaaaapppaaaaaaaaapappaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaapaapaaaaaaaapaaaaaapaaaaaaaaaaapaapaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaappaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaappaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaapaaaaaaaaaaaaaapaaaaaaaaa
5,81,23,8,10.3418575664443,0.0036105103995363757,15,13,12,7,9,10,9,6,79,38,66,53,26,9,18,10,9,8,8,8,8,8,8,8,8,1,8,8,8,3,6,ppppppppppppppappppppppppppappppppppppppppppppppppppppppppppppppppppppppppppppppppaapappaapaaaappppaapaaaaaaappppaaapaaaapppaaaappppaaaaapppppppppapppaaapaapppaaappppapppppapppappppppapppaapppppppppppaapppppapppppaappapppppppppppppappppappppapppppappaapaaaaappppppaapppaappppapppapaappppaaappppaapaapppppppppppppappaapppppaappapaaapaaaaaaappaappaaaaaaapappaaaaaaaappapaaapapaaaaaapapapppapapaaaaaaaapppaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaappaaaaapaaaaaaaaaaaapaaaaapaaaaaaaapaaaaapapaaaaaaaaaaaappaaaaaaaaaaappppaaaaaaaapapaaaapapaaaaaapaaapaaapapaaaaaaaapapaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaapaaaaaaaapaaaaaapaapaaaaaaaaaaaaapapaaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaapapaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaapaaaaaaaapaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaaapaaaaaaaaapaaaaapaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaapaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaapaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaa
6,76,23,8,10.3418575664443,0.0036105103995363757,7,8,11,9,7,12,13,9,75,35,63,46,22,11,19,10,8,8,9,9,8,8,8,8,8,0,8,8,8,5,7,ppppppppppppppappppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaappaapaaapppppaaaaaappppppaaappppaaapppppaaaaaaappaaapaaaaaaapppapaaaapppppaappppppapppppppappappppppppppppppppappppppaaapaappppappppppppppppppppapppppaappppapaappppppaapaappppppapappppppappppppaaapaappaaapapaaapapppaaaapappaaaaaapaapaaapppaaaaaaaapppaapaaapappaaapppappaaaaaapaaaaaapaaaaaapaaaaaaaapaaaaaapaaaaaaapapaaaaaaaappaaaaaapaaaaaapaaaaaaaaaaapaaaapaaaaaaaapaaaaaaappappaappaaaaaapppaaaaaaaapaaaaaaaappppaaapaaaaapaaaaapaaaaaaaaaaaappaaaaaaaaaaapaappaaaaaaapaaaaaaaaappaaaaaaaaaapaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaappaaaaaaaaapaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaappaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaapaaaaaaaaaapaaaaaaapaaaaaaaaaapaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaapaaaaaaapaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaapaaaaaaapaaaaaaaaapaaaaaaaapaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaaapapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaapaaaaaaapaaaaaaaaaaapaaaaaaaapaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaa
7,83,23,8,10.3418575664443,0.0036105103995363757,10,9,10,7,13,13,9,12,81,36,61,50,23,12,20,8,9,8,8,8,8,8,9,8,8,1,8,10,8,5,5,ppppppppppppppppppappppppppppppppppppppppppppppppppppppppppppappppppppppppppppppppppppppppaaapppaaaaaapppaaaaaaappaaaaapppppaaaaaaaappppppaaaaaaappppaaaaapppapappaaaappppppppaapppppaaappppappaaappppppaappppppapaaaaapppppppppppapppppppppappppppppapaapppppppaaappppapaaapppaapaaaappppppapppappapaaaaappppappapaapappppaapaappppppppapaappapaaaaaappaaaaaaapapaaaaaaappaaaaapapapaaaaaaaapaaaapaaaaaaappppaaaaapppaapapaaaappaaaaaaaappaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaapapaaaaaaaaaapaaaaaaaapaapaaaaaaaapaappaaaaappaaaaaaapaaaaaaaaappaaaaapppaaaaaaaaaapapaaaaaaaaaappppaaaaappaaaapaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaaaaappaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaapaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaapaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaaaaappaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaapaappaaaaapaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
8,78,23,8,10.3418575664443,0.0036105103995363757,16,12,10,9,7,5,8,11,77,44,63,51,19,10,17,8,8,8,8,8,8,8,8,8,8,2,8,8,8,5,7,pppppppppppppppppppppppppppppppppppppppppppppppppppppappppppppppppppppppppppppppppaaappaaaaaaapapaapapaapappppaappaappappapaapppppaappppapppappaapppapppaappppppppapppppapaappppppppappapppppappaapppppapaapppppppppppappppppappppppppapppppppppapppapapaappppppppaaaapppapaapaappppppapappppaaappapappppppaapppapppapaapapaaaapaaaaaaaapaaaapaaaaaapppaaaaaaapaaaaaaaapappaaaapapapapaaaaaapaapapaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapapaaaaaaapaaaaaaaapapaaaaapaaapaaaaaaaaaaaaapaaaapaaapaaaaaaaaaaapapaaaaaaaaaappaaaaaaappaaaaaaapapaaaaapaaapppaaaaaaaaappaapaapaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaapaaaaaaapaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaapapaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaaapaaapaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaapaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaapaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaapaaapaaaaaaaaapaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaapaaaaaaaaapapaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaapaaaaaaaapaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaapaaaaapaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaapaaaaaapaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaapaaaaaaapaaaaaaaaapaapaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaapaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaapaaaaaaaapaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaapaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaapaaaaapaaaaaapaaaaaaaaa
