"archipelago_ID","sample_ID","observed_c_score","actual_sample_size","effective_sample_size","mean_c_score","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
1,1,0.52020202020202,2799,1052.03361620736,0.522601145430727,0.479814219364059,0.552340121471954,"==",-0.175165582461668
1,2,0.390960451977401,2999,1034.74514158036,0.394796382221569,0.503834611537179,0.512504168056019,"==",-0.215071776105325
1,3,0.461609620721554,3099,1024.14254849867,0.398101622707214,0.981606969990319,0.0187157147466925,"==",3.10051272740617
1,4,0.529753265602322,2999,1039.40932907972,0.531179236813819,0.56052017339113,0.455818606202067,"==",-0.0593111629802342
1,5,0.629972247918594,2099,1019.92529303334,0.627850626195726,0.638875655073845,0.37446403049071,"==",0.0741155834201955
1,6,0.560957910014514,2699,1014.50092400066,0.563596365046238,0.536865505742868,0.473508706928492,"==",-0.0929751542131701
1,7,0.662349676225717,3099,1109.89015777202,0.635274307399451,0.872862213617296,0.133268796385931,"==",1.15533882479217
1,8,0.669711538461538,4399,1017.53133977519,0.65842619389022,0.792680154580586,0.213457604000909,"==",0.743353496284378
1,9,0.472727272727273,4199,1020.97741207088,0.463907151213653,0.814717789949988,0.198142414860681,"==",0.778576782909552
1,10,0.426093514328808,3199,1020.5644353398,0.426104594337314,0.576742732103782,0.445139105970616,"==",-0.000711642907646594
1,11,0.254385964912281,6399,1015.38089673659,0.243893351913931,0.827160493827161,0.182215971245507,"==",0.809284894784974
1,12,0.265656565656566,4299,1023.6476680757,0.255460396004709,0.900441963247267,0.120027913468248,"==",1.21502604013313
1,13,0.757918552036199,3299,1008.10177162973,0.731657794742865,0.895119733252501,0.110033343437405,"==",1.18935474494841
1,14,0.300813008130081,1999,1039.03809492244,0.259708251338213,0.968984492246123,0.0350175087543772,"==",1.70749218726835
1,15,0.48340874811463,3899,1021.27155119684,0.482954789428546,0.575532187740446,0.44755065401385,"==",0.031680702247589
1,16,0.4,3299,1010.77724351093,0.409911723404124,0.341012428008487,0.680509245225826,"==",-0.552665082189743
1,17,0.443396226415094,2899,1030.05979182026,0.447164354256585,0.503966885132804,0.520179372197309,"==",-0.188091163926265
1,18,0.591256830601093,2799,1202.22901432481,0.600691308566486,0.355484101464809,0.660235798499464,"==",-0.460743534537686
1,19,0.475974025974026,3699,1015.20245759675,0.468776046878237,0.719653960529873,0.290348742903487,"==",0.45416728887212
1,20,0.685476410730805,2699,1023.24763511067,0.665681502622515,0.854020007410152,0.155613190070396,"==",0.834425384645399
1,21,0.868686868686869,2599,1019.84022311533,0.879573210623615,0.359753751442863,0.65063485956137,"==",-0.451063326992585
1,22,0.428571428571429,2899,1016.77944249648,0.430770462721135,0.489479130734736,0.541566057261125,"==",-0.172524007894227
1,23,0.404040404040404,3099,1001.26376765336,0.415471918279275,0.278476928041304,0.746369796708616,"==",-0.664647535213362
1,24,0.408748114630468,3899,1011.02398045318,0.439046713838138,0.00436009233136702,0.997178763785586,"==",-2.03114429837727
1,25,0.340408163265306,4299,1005.79731948333,0.344023811897404,0.445219818562456,0.583624098627588,"==",-0.274093827474715
1,26,0.283606557377049,3699,1025.49243057137,0.284546111266226,0.555825898891592,0.45904298459043,"==",-0.0511514133584831
1,27,0.408106219426974,3599,1004.24680775911,0.411931724958929,0.397888302306196,0.628785773826063,"==",-0.369705532338664
1,28,0.683599419448476,3099,1044.08444492174,0.658094211766425,0.907066795740561,0.0980961600516296,"==",1.36396308258665
1,29,0.707755102040816,2099,1064.68766766242,0.743902149711719,0.0309671272034302,0.972367794187708,"==",-1.40238222688612
1,30,0.700649350649351,3399,1010.10114026561,0.675313021782572,0.949691085613416,0.0532509561635775,"==",1.77489042754589
2,1,0.752312715399964,6399,1008.17996192837,0.737953667427232,0.786060321925301,0.215033598999844,"==",0.696704539238913
2,2,0.667737364194615,6199,1089.62490526059,0.683221827952655,0.220035489595096,0.782061622842394,"==",-0.789165528856396
2,3,0.816691505216095,4999,1001.84342928802,0.841324910423082,0.144628925785157,0.855971194238848,"==",-0.993035749763329
2,4,0.82808181315644,6299,1016.14307008188,0.835937210807896,0.338625178599778,0.663914907128116,"==",-0.504406960520005
2,5,0.645489961042853,4599,1005.98574250141,0.635909436345395,0.788432267884323,0.212654924983692,"==",0.646793003145772
2,6,0.770645385149202,5299,1008.97310773783,0.770135859414551,0.564257407057935,0.439516889979241,"==",0.0258681413485278
2,7,0.888539207972725,4399,1012.72691210577,0.881396613576018,0.658558763355308,0.343487156171857,"==",0.268738959033186
2,8,0.755209986247752,6199,1013.4477067841,0.771975537459615,0.193418293273109,0.809808033553799,"==",-0.853766251475532
2,9,0.765325670498084,5299,1007.13149938991,0.764378734077636,0.576335157576901,0.424985846386111,"==",0.0468307603382158
2,10,0.674967741935484,4599,1001.71290273439,0.669867951658495,0.725592520113068,0.278538812785388,"==",0.405144903236662
2,11,0.844862055177929,4999,1012.60578272578,0.878507568766852,0.028005601120224,0.972194438887778,"==",-1.63809131330013
2,12,0.702380952380952,4799,1000.58464330228,0.716723614931575,0.228589289435299,0.775578245467806,"==",-0.73468671953128
2,13,0.785152605624417,5099,1018.99672591253,0.811971818450498,0.0819768582074917,0.919395959992155,"==",-1.24609216993111
2,14,0.880014998125234,5199,1008.37340157016,0.891242268499857,0.359492210040392,0.643200615502981,"==",-0.450861160488838
2,15,0.877548387096774,3999,1040.94179489707,0.876963047213416,0.558889722430608,0.444361090272568,"==",0.0251219305594219
2,16,0.845203488372093,5099,1001.37645074203,0.846846774941431,0.519121396352226,0.484016473818396,"==",-0.0763771639676266
