"subset_name","observed_NODF","actual_sample_size","effective_sample_size","mean_NODF","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
"survey_only",57.0502770152687,3799,1057.98464463802,58.8511190723329,0.00789681495130297,0.992103185048697,"==",-2.88480925470088
"peninsula_only",56.6523973250974,4799,1014.95636222615,56.0730679673008,0.959991664930194,0.0400083350698062,"==",1.60892510918985
