subset_name,rho,H,theta,K,T,m_lingga,m_durian,m_sebangka,m_temiang,m_ngenang,m_tinjul,m_momoi,m_akar,m_remang_besar,m_panggal_sedang,m_remang_kecil,m_sambu_kecil,m_malang,m_paloi_besar,m_panggal_besar,m_sepatu,m_nipong,m_panggal_kecil,m_sayap,m_matang_cilik,m_telor_besar,m_telor_kecil,m_paloi_kecil,J_lingga,J_durian,J_sebangka,J_temiang,J_ngenang,J_tinjul,J_momoi,J_akar,J_remang_besar,J_panggal_sedang,J_remang_kecil,J_sambu_kecil,J_malang,J_paloi_besar,J_panggal_besar,J_sepatu,J_nipong,J_panggal_kecil,J_sayap,J_matang_cilik,J_telor_besar,J_telor_kecil,J_paloi_kecil
survey_only,1700,23,10.3418575664443,8,inf,0.1172040389310099,0.0060420566692814415,0.00015290604433686427,0.0006926710856863143,0.011649365885217176,0.12645372403922922,0.0037294985751173955,0.023124913601592658,0.021782959298531246,0.5699288792912386,0.026167600606488168,0.01965480941289718,0.013699261061693155,0.02968934600845403,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,732939.0506,14863.3873,208706.4007,50299.574499999995,2363.6340999999998,177.78599999999997,2167.5561000000002,168.12150000000003,145.3551,16.5206,80.7704,97.784,54.47990000000001,35.0081,69.50619999999999,17.231199999999998,16.4747,1.231582,14.415999999999999,72.2806,8.075,4.4182999999999995,6.623200000000001
