sample_ID,S,H,K,theta,T,J_lingga,J_durian,J_sebangka,J_temiang,J_ngenang,J_tinjul,J_momoi,J_akar,J_remang_besar,J_panggal_sedang,J_remang_kecil,J_sambu_kecil,J_malang,J_paloi_besar,J_panggal_besar,J_sepatu,J_nipong,J_panggal_kecil,J_sayap,J_matang_cilik,J_telor_besar,J_telor_kecil,J_paloi_kecil,m_lingga,m_durian,m_sebangka,m_temiang,m_ngenang,m_tinjul,m_momoi,m_akar,m_remang_besar,m_panggal_sedang,m_remang_kecil,m_sambu_kecil,m_malang,m_paloi_besar,m_panggal_besar,m_sepatu,m_nipong,m_panggal_kecil,m_sayap,m_matang_cilik,m_telor_besar,m_telor_kecil,m_paloi_kecil,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_niche_3,no_spp_niche_4,no_spp_niche_5,no_spp_niche_6,no_spp_niche_7,presence_absence_matrix_cols_isles_concatenated
1,106,23,8,10.3418575664443,inf,732939.0506,14863.3873,208706.4007,50299.5745,2363.6341,177.78599999999997,2167.5561,168.12150000000003,145.3551,16.5206,80.7704,97.78399999999999,54.47990000000001,35.0081,69.50619999999999,17.231199999999998,16.4747,1.231582,14.416,72.2806,8.075,4.4183,6.6232000000000015,0.1172040389310099,0.006042056669281442,0.00015290604433686427,0.0006926710856863142,0.011649365885217177,0.12645372403922922,0.003729498575117396,0.023124913601592655,0.021782959298531246,0.5699288792912386,0.026167600606488168,0.01965480941289718,0.013699261061693157,0.02968934600845403,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,13,12,18,11,10,13,15,14,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppapaaaaaaappppppaaaaaapppppapapapaaaaaaappppaaaaaaapppaaaaaaappppaaaaaaaaappppaaaaaapaaaappppppaaaaaaaappppaapaaaaaaappppaaaaaaapppppapaaaaapaaaaaappaaaaaaaapppaaaaaaapppppaaaaaaaappppaaaaaaaaaaapppaaaaaaaaaaapppppapaaaaaappppaaaaaaaapppppaaapaaaaaaaaaappaaaaaaaapppaaaaaaappapaaaaaaaaapppaaaaaaaaaaaapppapapaaaaaaapppppapaaaaaaapapaaaaaaaapaaapapaaaaaaaaaaaappaaaaaaaapappaaaaaapppaaaaaaaaaapapaaaaaaaaaaaappaaaaaaaaaaaapaappapaaaaaaapapapaaaaaapapppapaaaaaaaaaaapppaaaaaaaapapaaaaaaappaaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaaaaappapaaaaaaaaaapappaaaaaaapapaaaaapaaaaaaaaaapaaaaaaaaapppaaaaaaapaaaaaaaaaaaapapaaaaaaaaaaaapaapaaaaaaaaaappaaaaaaaaaaaapaapaaaaaaapaaapaaaaaaaaaaaaaappaaaaaaaaaapaaaaaaapaaaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapapapaaaaaappaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapapaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaappaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaapaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapapaaaaaaaaaaaapaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapapaaaaaaaaaaaaaaaapaaaaaaaaapapaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapapaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaa
2,106,23,8,10.3418575664443,inf,732939.0506,14863.3873,208706.4007,50299.5745,2363.6341,177.78599999999997,2167.5561,168.12150000000003,145.3551,16.5206,80.7704,97.78399999999999,54.47990000000001,35.0081,69.50619999999999,17.231199999999998,16.4747,1.231582,14.416,72.2806,8.075,4.4183,6.6232000000000015,0.1172040389310099,0.006042056669281442,0.00015290604433686427,0.0006926710856863142,0.011649365885217177,0.12645372403922922,0.003729498575117396,0.023124913601592655,0.021782959298531246,0.5699288792912386,0.026167600606488168,0.01965480941289718,0.013699261061693157,0.02968934600845403,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,10,18,15,13,13,15,12,10,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppapapaaapppppapaaaaaaaaaaapppppaaaaaaaaaappppappaaaaaapappppapaaaaappappaaaapaaaaappppppappaaapaaaaaaaaapppaaapaaapppppaaaaaaaaaaaaappppaaaaaaaaaaappppapaaapapapappppaaaaaaappaaaaaaaaaaaaapappppaaaaaapppaaaaaaapppapaaaaapapppaaaaaaaaaaaaapppppaaaaaaaaaappppapaaapaaapappppaaaaaaappapaaaaaaaaaaapappppappaaapaapaaaaaapapaaapaaapaapaaaaaaaaaaaaaapppapaapaaaaaaappppapaaaaaaappapppppaaaaapaaaaaaaaaaaaaappppppaaaaaapapaaaaaaappaaaaaaaapappaaaaaaaaaaaaaapppapaaaaaaaaaapppaapaaaaaaapappapapaaaaapaaaaaaaaaaaaaappappaaaaaaapaaaaaaaaapppaaaaaaappapaapaaaaaaaaaaapppapaaaaaaaaaaaapaaapaaaaaapapppaaaaaaaappaaapaaaaaaaaapaapapaaaaaapaaaaaaaaapaaaaaaaaapaapaaaaaaaaaaaaaapaaapaaaaaaaaaaappaaaaaaaaaaaappaaaaaaaaapaaaaaaaaaaaaaapaaappaaaaaapaaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaappaaaaaaaaapaaaaaaaaaaaappaaaaaaaaaaaaaapaapaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaaaaaappaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaappaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaapaapaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaappapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaapapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaapaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaa
3,108,23,8,10.3418575664443,inf,732939.0506,14863.3873,208706.4007,50299.5745,2363.6341,177.78599999999997,2167.5561,168.12150000000003,145.3551,16.5206,80.7704,97.78399999999999,54.47990000000001,35.0081,69.50619999999999,17.231199999999998,16.4747,1.231582,14.416,72.2806,8.075,4.4183,6.6232000000000015,0.1172040389310099,0.006042056669281442,0.00015290604433686427,0.0006926710856863142,0.011649365885217177,0.12645372403922922,0.003729498575117396,0.023124913601592655,0.021782959298531246,0.5699288792912386,0.026167600606488168,0.01965480941289718,0.013699261061693157,0.02968934600845403,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,21,13,13,12,13,10,14,12,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppappppaaaaaaaaaaaaappppppappaapaappppaapaaaaappppppapaaaappppppaaaaaaappppapaaaappppppaaaaaapapppapapaapaappaapapppaaaaaaaaaaaapppppppaaaaaapppapaaaaaaaappapaaaaaaaappppppppaaaaappppaaaaaapppapappaaaaaapppapppaaaaapppappppaaaaaaaaaaaaapppappaaapaaaapppaaaaaaaaappapaaapaaaapppppppaaaaaappapaaaaaapppappaaaaaaaapppaappappaappappppaaaaaaaaaaaaaaapapappappaaaapppppaaaaaaappaappaaaaaapppppaaaaaaaapaaaaapaaappaaaaaaaaaapapppapaaapaaappppaaapaaaaaaaaaaaaappaaapaapaaaaappaaaaaaaaaappaaaaaaaaaaappppaaaaaaaapaaaaaaaaappaaaaaaaaaaaapaaaaaaaaaaappaapapaaaaaaaaaaaaaapppaaaaaaaaaaapppaaaaaaaaapppapapaaaaapppppaaaaaaaappaaaaaaaappaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaapapaaaaaapaaaapaaaaaaapaaaaaaaaappaaaaaaaaaaaapapaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaapaaaaaaaapaaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaappaaaaaaaaaapaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaappaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaapaaapaaaaaaaaaaaaaaaaappaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaapaaaaaaaaaaaaaaapaaaapaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaa
4,109,23,8,10.3418575664443,inf,732939.0506,14863.3873,208706.4007,50299.5745,2363.6341,177.78599999999997,2167.5561,168.12150000000003,145.3551,16.5206,80.7704,97.78399999999999,54.47990000000001,35.0081,69.50619999999999,17.231199999999998,16.4747,1.231582,14.416,72.2806,8.075,4.4183,6.6232000000000015,0.1172040389310099,0.006042056669281442,0.00015290604433686427,0.0006926710856863142,0.011649365885217177,0.12645372403922922,0.003729498575117396,0.023124913601592655,0.021782959298531246,0.5699288792912386,0.026167600606488168,0.01965480941289718,0.013699261061693157,0.02968934600845403,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,15,9,14,15,23,12,11,10,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaaaaapppaaaaaapppppapaaaaaaapappppaaaaaaaaappppppaaaaaaaaaaaaaaaaappppppaaaaaappaapapaaaappppaapaaapppppaaaaaaaaaapppaapaaaapappppaaaaaaapappaaaaaaaaaaapppppappaaaaaaaaaaaaaaapppppaaaaaaaapappapaaaapppppapaaappppppaaaaaaaaapppaaaaaappappapaaaaaaapapppapaaaaaaaapppppaapaaaaaaaaaaaaaaappppppaaaaaapppapppaaaapppppapaaappappaaaaaaaaaapppaaaaaappappaaaaaaaaapappaaaaaaaaaaapppppaapaaaaaaaaaaaaaaappppaaaaaaaappaapaaaaaapaapaaaaaappaappaaaaaaaaapppaaaaaaaaaappaaapaaaaaapaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaappaaaaaaaaaapaapaaaaaappaaaaaaaappappaaaaaaaaaapppaaaaaaaaapppaaaaaaaapapaaapaaaaaaaaapappaaaaaaaaaaaaaaaaaaappapaaaaaapapaapapaaaapaaaaaaaaapaapaaaaaaaaaaaaapaaaaaaapappaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapapaaaaaaaaaapaapaaaaaapaaaaaaaaappaaaaaaaaaaaaappaaaaaaaaappaaaaaaaaaaaapaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaapapaaaaaaaaaapaaaaaaaaapapaaaaaaaaappaaaaaaaaaaappaaaaaaaaaappaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaapapaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaappapaaaaaaaaaaaapaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaapaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaapaaaaaaaaa
5,98,23,8,10.3418575664443,inf,732939.0506,14863.3873,208706.4007,50299.5745,2363.6341,177.78599999999997,2167.5561,168.12150000000003,145.3551,16.5206,80.7704,97.78399999999999,54.47990000000001,35.0081,69.50619999999999,17.231199999999998,16.4747,1.231582,14.416,72.2806,8.075,4.4183,6.6232000000000015,0.1172040389310099,0.006042056669281442,0.00015290604433686427,0.0006926710856863142,0.011649365885217177,0.12645372403922922,0.003729498575117396,0.023124913601592655,0.021782959298531246,0.5699288792912386,0.026167600606488168,0.01965480941289718,0.013699261061693157,0.02968934600845403,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,0.0036105103995363757,10,15,8,14,17,10,15,9,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppaaaaaaappppaaaappaaaaappppappappppaaappaaaaapppppppaaaaaaaaaapppaaaaaaappppaaaaaaaaaaappppaaaaapppaaaaaaappppaapaaaapaaappppaapappppaapapaaaaapppppppaaaaaaaaaapppaaaaaaappppaapaaaaaaaapppaaaaaapapaaaaaaappppaaaaaaaaaaappppaaaappppaappapaaaapppppppapaaaaaaaappppaaaaaappapaapaaaaaaaappppaaaaapaaaaaaaaappapaaaaaaaaaaappppaaaappppaaaaaaaaaapppppppapaaaaaaaappaaaaaaaapppaaaaaaaaaaaapppaaaaaapaaaaaaaaappaaaaaaaaaaaaapppaaapapppaaaapaaaaaapapapaaaaaaaaaaaappaaaaaaaappaaaaaaaaaaaaappaaaaaaapaaaaaaaaappaaaaaaaaaaaaapppaaaaapappaaaaaaaaaaappapaaaaaaaaaaaappaaaaaaaappaaaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapppaaaaapaaaaaaaaaaaaapaaaapaaaaaaaaaaapaaaaaaaaappaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaapaaaaaaaaaaaapppaaaaaaaapaaaaaaaaaaaaaapapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaapaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapapaaaaaaappaaaapaaaaaaaaaapaaaaapapaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaappaaaaaaapaaaaaaaaapppaaaaaaaaaaaapapaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaapaaaaaaappaaaaaaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaappaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaapaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaapaaaaaaaaaaaaaapaaaaaaapaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaapaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaaapaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaa
