"subset_name","observed_NODF","actual_sample_size","effective_sample_size","mean_NODF","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
"survey_only",57.2289604690398,3699,1014.53423596245,58.9632893923141,0.0118951067856177,0.988104893214382,"==",-2.66297932939016
"peninsula_only",56.7046091181417,5099,1007.76980628252,56.1295006358464,0.961561090409884,0.0384389095901157,"==",1.60104479794614
