"subset_name","observed_c_score","actual_sample_size","effective_sample_size","mean_c_score","lower_tail_p","upper_tail_p","p_type","standardised_effect_size"
"survey_only",1.27677419354839,3499,1028.55650421638,1.05278669481603,0.999714204058302,0.000285795941697628,">",6.59836784467027
"peninsula_only",1.28707240471946,4999,1017.65823152207,1.18157742404945,0.998199639927986,0.0018003600720144,"==",3.8368982441413
